system:index,crop_label,temp_mean,vpd_mean,solar_mean
0,0,26.28000259399414,3.127000093460083,338.0400085449219
1,0,22.775001525878906,2.305000066757202,366.83001708984375
2,0,23.319997787475586,2.302999973297119,366.05999755859375
3,0,25.21500015258789,2.8429999351501465,353.7300109863281
4,0,19.055004119873047,1.625,342.5
5,0,24.365001678466797,2.619999885559082,366.1700134277344
6,0,25.19500160217285,2.9079999923706055,341.3800048828125
7,0,23.64999771118164,2.3919999599456787,364.0899963378906
8,0,25.37000274658203,2.8389999866485596,352.7099914550781
9,0,24.49500274658203,2.671999931335449,364.6300048828125
10,0,26.109996795654297,3.056999921798706,341.0299987792969
11,0,24.82499885559082,2.739000082015991,357.1499938964844
12,0,25.01999855041504,2.810999870300293,354.55999755859375
13,0,24.16499900817871,2.572999954223633,366.739990234375
14,0,23.899999618530273,2.4830000400543213,364.9700012207031
15,0,26.315000534057617,3.1430001258850098,336.3800048828125
16,0,23.405000686645508,2.302999973297119,364.57000732421875
17,0,24.845001220703125,2.7330000400543213,361.42999267578125
18,0,23.13500213623047,2.240000009536743,363.7900085449219
19,0,23.405000686645508,2.302999973297119,364.57000732421875
20,0,25.37000274658203,2.8389999866485596,352.7099914550781
21,0,23.314998626708984,2.2909998893737793,363.4100036621094
22,0,24.4950008392334,2.74399995803833,349.3999938964844
23,0,23.434995651245117,2.3429999351501465,365.510009765625
24,0,24.720001220703125,2.740000009536743,354.80999755859375
25,0,23.899999618530273,2.4830000400543213,364.9700012207031
26,0,24.475000381469727,2.694000005722046,360.5299987792969
27,0,24.549999237060547,2.6540000438690186,365.44000244140625
28,0,24.240001678466797,2.746000051498413,362.7300109863281
29,0,25.569997787475586,2.989000082015991,337.4200134277344
30,0,23.21000099182129,2.566999912261963,360.010009765625
31,0,25.115001678466797,2.7850000858306885,350.9700012207031
32,0,26.209997177124023,3.0869998931884766,341.54998779296875
33,0,23.214998245239258,2.314000129699707,367.6700134277344
34,0,26.205001831054688,3.052999973297119,341.1099853515625
35,0,26.28000259399414,3.127000093460083,338.0400085449219
36,0,25.15000343322754,2.88100004196167,351.2099914550781
37,0,24.68000030517578,2.756999969482422,350.42999267578125
38,0,24.235002517700195,2.555999994277954,357.82000732421875
39,0,24.65000343322754,2.700000047683716,351.760009765625
40,0,24.485000610351562,2.7279999256134033,347.7900085449219
41,0,24.389995574951172,2.6559998989105225,365.0799865722656
42,0,23.53999900817871,2.384999990463257,365.69000244140625
43,0,25.240001678466797,2.7980000972747803,352.32000732421875
44,0,27.150001525878906,3.2790000438690186,343.0799865722656
