system:index,crop_label,soil_oc,soil_ph,soil_texture,.geo
703,0,3,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.57455501223409,35.83522420181027]}"
704,0,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.05389147355842,34.831626366391944]}"
705,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.80200844217315,35.30189441762851]}"
706,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.1954705366175,35.2145781720121]}"
707,0,2,59,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56835663677367,35.04910849667728]}"
708,0,2,64,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53817324322725,35.714490627624606]}"
709,0,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.17112161813601,35.30809279308894]}"
710,0,2,66,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.20130501168244,35.83064279386126]}"
711,0,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74945699805217,35.45496734204248]}"
712,0,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21477974094422,35.70290236045947]}"
713,0,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28969923563979,35.80072889490008]}"
714,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.06692161946,35.00841481430666]}"
715,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64758804483301,35.70344134962994]}"
716,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71603966948291,35.60345885850744]}"
717,0,2,63,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.11893407441052,34.92567997663926]}"
718,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.07338948950566,35.54012763097701]}"
719,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60069598700197,35.778360844325505]}"
720,0,2,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59854003032008,35.58944514007517]}"
721,0,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31476223206673,34.81357022918114]}"
722,0,3,59,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3656967086763,35.60777077187121]}"
723,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.33911115054822,35.21134423698926]}"
724,0,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26436674462762,35.65385434594654]}"
725,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3266199938171,35.24449207097327]}"
726,0,2,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20274689041887,35.81312564582093]}"
727,0,2,57,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.30353786529709,35.020003081471806]}"
728,0,3,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36057631155683,35.81528160250282]}"
729,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21585771928517,34.899808496456615]}"
730,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.9992784785658,34.784195319390435]}"
731,0,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48858623954385,35.59294856968324]}"
732,0,3,58,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34386764727219,35.61828106069541]}"
733,0,2,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56323623965419,35.716377089721256]}"
734,0,3,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.94430158317769,34.92729694415067]}"
735,0,3,60,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.45921132975315,35.06015777467195]}"
736,0,2,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.9488829911267,34.9801178828569]}"
737,0,2,58,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2829618710089,35.718533046403145]}"
738,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.22969634894245,35.03320831614836]}"
739,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.86614815345929,34.78069188978237]}"
740,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5723990555522,35.63687618707668]}"
741,0,2,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48939472329955,35.58728918339328]}"
742,0,5,64,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33982522849367,35.55980073569923]}"
743,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49074219622574,34.856150373648404]}"
744,0,2,55,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.30380735988231,34.994670590459634]}"
745,0,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48050140198677,35.755723299165695]}"
746,0,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.44950952468466,34.949126005554774]}"
747,0,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.16788768311318,35.307553803918466]}"
748,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31503172665197,35.269824561985445]}"
749,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.49946042876356,35.59187059134229]}"
750,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83246133030481,34.97796192617501]}"
751,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64165916395783,35.629599833275314]}"
752,0,3,65,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34171169059032,35.55683629526163]}"
753,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78691674539995,35.27683142120158]}"
754,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.27119851506878,35.0410236591202]}"
755,0,2,60,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3341658422037,35.619089544451114]}"
756,0,10,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.2232284788968,35.54929044687503]}"
757,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62980140220743,35.75221986955763]}"
758,0,4,65,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56835663677367,35.55629730609116]}"
759,0,2,56,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.24478804571567,35.66948503189022]}"
760,1,2,59,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2123542896771,35.734702721517294]}"
761,1,2,64,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62575898342891,34.98119586119784]}"
762,1,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21451024635898,34.91516968781506]}"
763,1,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.84378010288471,34.876901456711565]}"
764,1,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8068593447074,34.99035867709586]}"
765,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32096060752716,35.70721427382324]}"
766,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4581333514122,35.83145127761697]}"
767,1,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.16168930765276,34.93403430878157]}"
768,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62468100508796,34.83890272019331]}"
769,1,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74487559010315,34.90142546396803]}"
770,1,3,69,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6362692722531,34.9838908070502]}"
771,1,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.85833281048745,34.8553418898927]}"
772,1,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53386132986347,35.596451999291304]}"
773,1,2,59,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36758317077295,35.82444441840084]}"
774,1,2,56,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34440663644267,34.82408051800534]}"
775,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.91034526543797,34.76209676340109]}"
776,1,2,58,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25682089624101,35.67999532071442]}"
777,1,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75026548180787,34.926488460394964]}"
778,1,3,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.51284075221508,35.729043335227345]}"
779,1,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30263497573111,35.77350994179126]}"
780,1,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19537613080725,34.896035572263315]}"
781,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73086187167088,34.99844351465294]}"
782,1,3,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.557307358779,35.838188642247864]}"
783,1,3,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37432053540385,35.82633088049749]}"
784,1,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.15171800799904,35.75141138580192]}"
785,1,3,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53089688942588,35.588636656319466]}"
786,1,2,57,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49316764749287,35.45469784745724]}"
787,1,2,60,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50798984968084,35.65169838926465]}"
788,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24711909117252,35.66813755896404]}"
789,1,2,63,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24604111283158,35.79857293821819]}"
790,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5543429183414,35.74036210780725]}"
791,1,2,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64947450692966,34.92567997663926]}"
792,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.13096692493588,35.734972216102534]}"
793,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78395230496236,34.88579477802435]}"
794,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.14929255673191,35.72823485147163]}"
795,1,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.309372340362,35.724461927278334]}"
796,1,2,61,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25250898287725,35.79695597070678]}"
797,1,2,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.81171024724165,34.841867160630905]}"
798,1,2,58,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53116638401112,35.770006512183194]}"
799,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6850477921808,34.86019279242694]}"
800,1,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.68423930842508,35.09088015738884]}"
801,1,2,58,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.15953335097088,35.818246042940416]}"
802,1,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35572540902257,35.59806896680272]}"
803,1,3,64,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62656746718461,34.98739423665827]}"
804,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78637775622947,34.887681240121]}"
805,1,3,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.280805914327,35.84977690941301]}"
806,1,3,64,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.06413226779738,35.59375705343894]}"
807,1,2,65,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63465230474169,34.992514633777745]}"
808,1,2,59,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58183136603546,34.83486030141477]}"
809,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72681945289234,34.992784128362985]}"
810,1,4,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48481331535055,35.8023458624115]}"
811,1,3,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47053010233304,35.795339003195366]}"
812,1,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.67372901960088,34.97526698032265]}"
813,1,3,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3228470696238,35.81231716206522]}"
814,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.20238299002337,35.7460214940972]}"
815,1,2,60,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2409207157121,35.78375073603022]}"
816,1,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.1439026650272,35.767850555501305]}"
817,1,2,67,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2220560947456,35.79129658441683]}"
818,1,2,61,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25089201536582,35.78455921978593]}"
819,1,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.38590880256899,35.71610759513602]}"
820,1,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23310537274025,35.803154346167204]}"
821,1,3,64,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26167179877527,35.83953611517404]}"
822,1,2,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52712396523258,34.89172365889954]}"
823,1,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.51850013850503,35.73793665654013]}"
824,1,2,59,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.07599002954775,35.57704838915432]}"
825,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.15872486721517,35.72985181898305]}"
826,1,3,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3085638566063,35.73335524859112]}"
827,1,2,56,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.16384526433464,35.842770050196876]}"
828,1,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.96101024746231,34.77880542768571]}"
829,1,2,59,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24172919946781,35.78105579017787]}"
830,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3295844342547,34.810605788743544]}"
831,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3867172863247,35.7527588587281]}"
832,1,2,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.80173894758792,34.94616156511718]}"
833,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.85590735922032,35.069320590569966]}"
834,1,2,61,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.07437306203634,35.67595290193588]}"
835,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28026692515654,35.19005416475563]}"
836,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36731367618772,35.58082131334762]}"
837,1,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52658497606211,35.69751246875475]}"
838,1,2,65,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2056169250462,35.8309122884465]}"
839,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78664725081471,34.887681240121]}"
840,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.39830555348983,35.84330903936735]}"
841,1,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23553082400738,34.99332311753346]}"
842,1,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.68855122178886,34.96637365900987]}"
843,1,2,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77020808111533,34.93376481419633]}"
844,1,2,59,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.0627847948712,35.58701968880805]}"
845,1,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.15791638345945,35.83064279386126]}"
846,1,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3514134956588,34.81410921835161]}"
847,1,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6656441820438,34.97903990451596]}"
848,1,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.91627414631316,34.77287654681052]}"
849,1,2,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36461873033535,35.84384802853782]}"
850,1,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30613840533918,35.21808160162016]}"
851,1,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49828804461234,35.72311445435216]}"
852,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62737595094032,35.543092071414605]}"
853,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53574779196013,35.565729616574416]}"
854,1,2,58,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.44762306258801,35.774318425546966]}"
855,1,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23741728610403,35.05584586130817]}"
856,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.67750194379418,34.858845319500766]}"
857,1,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25628190707054,35.70020741460711]}"
858,1,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4875082612029,35.74170958073343]}"
859,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.51257125762984,35.64765597048611]}"
860,1,2,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77101656487103,34.91813412825265]}"
861,1,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24523262907587,34.98119586119784]}"
862,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33524382054465,35.813664634991405]}"
863,1,2,64,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.22609851352412,35.77216246886508]}"
864,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37755447042667,34.81545669127779]}"
865,1,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.22502053518319,35.778630338910745]}"
866,1,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.38644779173946,34.80737185372072]}"
867,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.06925266491686,35.55494983316498]}"
868,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35006602273262,35.83603268556598]}"
869,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29859255695257,35.76650308257513]}"
870,1,4,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24684959658728,35.81231716206522]}"
871,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4505875030256,35.745482504926734]}"
872,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34925753897691,34.81949911005633]}"
873,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53413082444871,35.598877450558426]}"
874,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2274459864503,35.834415718054565]}"
875,1,2,63,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63492179932692,34.912205247377464]}"
876,1,2,58,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36893064369913,35.81851553752565]}"
877,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52550699772117,35.76973701759796]}"
878,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56593118550654,35.85112438233919]}"
879,1,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35168299024404,35.82121048337801]}"
880,1,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29266367607738,35.74467402117102]}"
881,1,2,64,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63087938054838,34.91139676362175]}"
882,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.38914273759183,35.83926662058881]}"
883,1,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24577161824635,35.71691607889173]}"
884,1,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.40234797226837,34.80252095118647]}"
885,1,4,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31880465084527,35.81096968913904]}"
886,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28592631144649,34.82435001259057]}"
887,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.0488654822492,34.78554279231661]}"
888,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.87746692603919,34.86127077076789]}"
889,1,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49208966915192,35.799381421973905]}"
890,1,3,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60985880289999,35.530425825908516]}"
891,1,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23876475903022,35.18223882178379]}"
892,1,3,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.337938766397,35.83926662058881]}"
893,1,2,58,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4837353370096,35.70856174674942]}"
894,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.82895790069674,34.959366799793735]}"
895,1,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46352324311692,35.74817745077909]}"
896,1,2,58,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23849526444498,35.702363371288996]}"
897,1,3,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.15926385638564,35.5107527211863]}"
898,1,2,66,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19834057124484,35.82282745088942]}"
899,1,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.92597595138164,34.75643737711114]}"
900,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29374165441833,35.31294369562318]}"
901,1,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32123010211238,35.259314273161245]}"
902,1,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35464743068164,35.75302835331333]}"
903,1,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35680338736351,34.81168376708449]}"
904,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52362053562452,35.58162979710333]}"
905,1,2,61,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5866822685697,34.75778485003732]}"
906,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33847775556748,35.22374098791011]}"
907,1,2,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78934219666706,34.932956330440625]}"
908,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5610802829723,35.69912943626616]}"
909,1,2,65,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2754160226223,35.313213190208415]}"
910,1,3,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59530609529725,35.54228358765889]}"
911,1,2,58,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.1598028455561,35.8204019996223]}"
912,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31071981328819,35.81851553752565]}"
913,1,2,58,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23984273737116,35.29515705299762]}"
914,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31341475914054,35.73039080815352]}"
915,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.22529002976842,34.984429796220674]}"
916,1,4,64,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.38321385671664,35.791027089831594]}"
917,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.51364923597079,35.600763912655076]}"
918,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49694057168617,35.69535651207286]}"
919,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.20777288172809,35.650350916338475]}"
920,1,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48400483159485,35.79857293821819]}"
921,1,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29913154612305,35.20218142109125]}"
922,1,3,56,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72169905577287,34.90304243147944]}"
923,1,2,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.0514660222913,35.60723178270074]}"
924,1,2,56,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26598371213903,35.67864784778824]}"
925,1,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23256638356979,34.988741709584446]}"
926,1,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63195735888932,34.839711203949015]}"
927,1,2,57,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19753208748912,35.699668425436634]}"
928,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77020808111533,34.920559579519775]}"
929,1,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.45705537307126,35.74494351575626]}"
930,1,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21370176260328,35.6460390029747]}"
931,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31530122123719,35.26093124067266]}"
932,1,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.42040410947918,35.84115308268546]}"
933,1,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48319634783914,35.78375073603022]}"
934,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3724340733072,35.48029983305465]}"
935,1,2,63,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.68316133008415,35.092227630315016]}"
936,1,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23526132942214,35.81635958084376]}"
937,1,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78610826164424,34.88175235924581]}"
938,1,2,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60473840578051,34.77072059012864]}"
939,1,3,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.68612577052174,34.95235994057761]}"
940,1,2,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21451024635898,34.965834669839396]}"
941,1,2,61,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24711909117252,35.78321174685975]}"
942,1,2,58,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50745086051036,35.65088990550895]}"
