system:index,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A,crop_label,.geo
0,746.0,832.5,598.0,911.5,3153.5,4830.0,4944.5,1817.5,781.5,5070.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76995347350761,35.36024978150411]}"
1,441.0,539.5,379.0,737.0,2732.5,4463.0,4354.5,1838.0,873.5,4652.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31154318402142,35.20205645997066]}"
2,447.5,570.0,283.5,578.0,2601.0,4374.5,4513.0,1437.0,574.5,4578.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.14104751737739,34.84578461828886]}"
3,369.0,510.0,309.0,625.0,2860.0,4864.0,4844.0,1653.0,664.0,5126.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47728235394148,35.73835068459002]}"
4,293.0,431.5,250.0,583.0,3034.0,5115.5,5145.5,1653.0,635.5,5453.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.05642621761334,34.89752757865414]}"
5,434.0,590.0,362.0,761.0,3466.0,5380.0,5382.0,1969.0,852.0,5720.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.29870184974037,35.05194797599429]}"
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65514878019714,34.87758497934669]}"
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48186376189048,35.45349490799572]}"
8,718.0,758.0,501.0,788.0,2819.0,4869.0,4895.0,1643.0,690.0,5113.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.43156268026165,34.956007903650324]}"
9,392.0,520.0,331.0,634.0,2726.0,4338.0,4295.0,1740.0,719.0,4573.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50126737202747,35.616269637478176]}"
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.34721087508282,35.605489854068736]}"
11,828.5,918.0,631.0,1014.5,3760.5,5773.0,5756.0,2332.0,976.5,6131.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34388253424973,35.61896458333053]}"
12,491.0,586.5,388.0,703.0,3062.0,5079.0,4713.0,1641.5,734.0,5417.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.21866195792532,35.065692199841315]}"
13,483.0,630.0,406.0,754.0,2937.0,4596.0,4641.0,1867.0,805.0,4819.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48671466442472,35.5653351608686]}"
14,445.0,568.0,374.0,684.0,2899.0,4745.0,4734.0,1761.0,723.0,5057.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63116376211114,35.7367337170786]}"
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.54330852732426,35.36348371652694]}"
16,389.0,467.0,266.0,513.0,2563.0,4389.0,4364.0,1303.0,474.0,4584.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.32538181367872,35.21014129752774]}"
17,521.0,703.0,519.0,809.0,2739.0,3829.0,3797.0,1634.0,669.0,3896.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.86858849170395,35.28856422183137]}"
18,387.0,597.0,321.0,714.5,3206.5,4875.0,4869.0,1811.0,719.5,5034.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25683578321855,34.84120321033985]}"
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.67724733618648,34.87273407681244]}"
20,443.0,556.0,372.0,689.0,2470.0,3818.0,3859.0,1807.0,805.0,4124.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60394480900233,35.70116043182747]}"
21,442.0,577.0,376.0,729.0,2759.0,4384.0,4360.0,1704.0,683.0,4608.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.51231665002214,35.560214763749116]}"
22,515.0,655.0,434.0,743.0,3044.0,4832.0,4875.0,1790.0,726.0,5071.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8817937263805,35.3376122363443]}"
23,279.0,376.0,207.5,473.5,2754.5,4860.5,4774.0,1419.0,537.0,5143.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8817937263805,34.94064671229188]}"
24,1156.0,1250.0,986.5,1328.0,3253.0,4723.5,4688.0,2263.5,1189.0,4967.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77776881647945,35.33572577424765]}"
25,451.0,634.0,407.0,973.0,3083.0,4635.0,4636.0,2131.0,1129.0,4902.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55840022409747,35.709245269384546]}"
26,434.0,575.0,343.0,694.0,3006.0,4624.0,4542.0,1719.0,742.0,4769.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35061989888062,34.979453932565846]}"
27,411.0,551.5,336.5,679.5,2978.0,4586.5,4517.5,1841.0,809.5,4779.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25764426697425,35.71355718274832]}"
28,286.0,392.0,203.0,470.0,2614.0,4265.0,4224.0,1376.0,583.0,4516.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.84810690322601,34.99724057519141]}"
29,677.0,749.5,554.0,897.5,2653.0,4047.0,3960.0,1612.5,804.0,4301.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.32053091114447,34.99077270514575]}"
30,501.0,638.5,399.5,763.5,3629.5,5969.0,5948.0,2065.5,865.5,6333.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.89877188525035,34.8250335352257]}"
31,441.0,575.0,347.0,692.0,3200.0,5138.0,5177.0,2088.0,869.0,5518.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.41647098348844,34.824225051469995]}"
32,454.0,569.0,393.0,687.0,2606.0,4078.0,4068.0,1625.0,706.0,4330.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65703524229379,35.7472440059028]}"
33,338.0,384.5,245.5,448.5,1820.0,3105.0,2984.0,854.5,311.5,3299.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8141505854863,35.137916748684525]}"
34,708.0,781.5,506.5,856.0,3320.5,5232.0,5232.0,2190.5,903.0,5567.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62766033250308,35.09291115295014]}"
35,462.0,581.0,344.0,617.0,2979.0,4961.0,5043.0,1844.0,708.0,5320.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20141430447022,35.19747505202165]}"
36,718.0,840.0,532.0,918.0,3169.0,4562.0,4475.0,1931.0,839.0,4650.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60906520612181,34.8603373258916]}"
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.676708347016,35.471281550621285]}"
38,323.5,440.5,234.0,552.5,2898.0,4919.5,4942.0,1550.0,611.5,5198.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.94970636185994,34.92771097220056]}"
39,374.5,510.5,321.5,609.0,2848.0,4714.5,4725.0,1729.5,696.0,4976.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27920383379312,35.74266259795379]}"
40,503.0,637.0,441.0,756.0,3223.0,5283.0,5262.0,1923.0,810.0,5672.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.33616159708815,35.179688409396086]}"
41,442.0,577.0,336.0,684.0,3458.0,5746.0,5756.0,2028.0,787.0,6054.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.02678181323739,34.87300357139768]}"
42,769.0,822.0,609.0,885.5,2604.5,4140.0,4147.0,1749.0,724.5,4372.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.22773036801307,35.417113138988874]}"
