system:index,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A,crop_label,.geo
0,508.5,797.5,788.5,1441.5,2443.5,2675.0,2907.5,2129.0,1312.0,2882.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76995347350761,35.36024978150411]}"
1,461.5,737.0,777.5,1341.5,2132.0,2397.0,2714.0,2268.5,1425.5,2670.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31154318402142,35.20205645997066]}"
2,545.5,769.0,959.5,1291.0,1617.5,1747.5,1921.0,2166.0,1521.0,1952.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.14104751737739,34.84578461828886]}"
3,472.0,706.0,820.0,1329.0,1888.0,2118.0,2423.0,2135.0,1355.0,2385.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47728235394148,35.73835068459002]}"
4,830.0,1033.0,1281.0,1580.0,1690.0,1832.0,2044.0,2505.0,1785.0,2044.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.05642621761334,34.89752757865414]}"
5,652.5,976.5,1350.0,1660.0,1859.5,2001.5,2180.5,2721.5,2044.0,2189.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.29870184974037,35.05194797599429]}"
6,579.0,730.0,967.0,1232.0,1578.0,1712.0,2008.0,2608.0,1842.0,2033.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65514878019714,34.87758497934669]}"
7,534.0,690.0,953.0,1117.0,1213.0,1322.0,1509.0,1989.0,1380.0,1482.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48186376189048,35.45349490799572]}"
8,471.0,767.0,812.5,1394.5,2074.0,2297.0,2514.5,2304.5,1407.0,2495.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.43156268026165,34.956007903650324]}"
9,486.0,679.0,831.0,1234.0,1773.0,1954.0,2182.0,2053.0,1404.0,2175.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50126737202747,35.616269637478176]}"
10,655.0,865.0,1123.0,1374.0,1478.0,1613.0,1856.0,2796.0,2015.0,1895.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.34721087508282,35.605489854068736]}"
11,548.0,750.0,976.0,1392.0,1876.0,2108.0,2484.0,2852.0,1897.0,2509.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34388253424973,35.61896458333053]}"
12,672.0,884.0,1203.0,1531.0,1808.5,1971.5,2213.5,3182.5,2301.0,2281.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.21866195792532,35.065692199841315]}"
13,545.0,759.0,954.0,1155.0,1354.0,1471.0,1657.0,1887.0,1329.0,1610.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48671466442472,35.5653351608686]}"
14,784.5,1013.0,1203.0,1478.5,1585.0,1713.5,1891.0,2169.5,1574.5,1890.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63116376211114,35.7367337170786]}"
15,534.0,668.0,783.0,996.0,1069.0,1165.0,1292.0,1336.0,926.0,1316.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.54330852732426,35.36348371652694]}"
16,731.5,939.0,1153.0,1463.5,1755.5,1940.5,2156.0,3084.0,2399.0,2191.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.32538181367872,35.21014129752774]}"
17,680.0,943.0,1150.5,1438.5,1384.0,1521.0,1594.0,1145.5,782.5,1623.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.86858849170395,35.28856422183137]}"
18,537.5,683.0,891.0,1016.0,1086.0,1179.0,1341.0,1986.5,1452.0,1322.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25683578321855,34.84120321033985]}"
19,761.0,899.0,1130.0,1337.0,1457.0,1570.0,1832.0,2574.0,1914.0,1796.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.67724733618648,34.87273407681244]}"
