system:index,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A,crop_label,.geo
0,505.5,776.5,1131.0,1340.0,1445.5,1601.0,1824.0,2089.5,1369.0,1825.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35223686639203,33.37353569914538]}"
1,633.5,989.0,1326.0,1740.5,2081.5,2242.5,2472.5,2759.5,1931.0,2542.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.09711989998395,34.459598877645874]}"
2,429.0,626.5,981.0,1110.0,1216.0,1355.0,1524.5,1849.0,1189.5,1554.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.84487296820318,33.36706782909972]}"
3,481.0,732.5,1130.5,1297.5,1380.0,1503.0,1711.0,2210.5,1621.5,1716.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.11733199387663,33.34038786516137]}"
4,503.0,733.0,1093.0,1308.0,1387.0,1542.0,1711.0,2558.0,2064.0,1754.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.72423379982779,34.14887162086894]}"
5,528.0,761.0,1107.0,1250.0,1365.0,1463.0,1683.0,2121.0,1454.0,1686.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.01384607314607,33.593982269868306]}"
6,542.0,802.0,1201.0,1384.0,1473.0,1612.0,1784.0,2113.0,1441.0,1748.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34630798551684,33.67321367792765]}"
7,803.0,1097.0,1503.0,1757.0,1881.0,2072.0,2278.0,3618.0,2996.0,2367.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.75414769878897,34.660641838231825]}"
8,578.0,935.0,1199.0,1610.5,1924.5,2090.5,2294.5,2614.5,1801.0,2318.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.17527332970235,34.39303371509262]}"
9,517.0,835.0,1193.0,1383.0,1493.0,1585.0,1765.0,2077.0,1421.0,1723.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62200094621313,33.546012233696324]}"
10,415.0,623.0,888.0,1007.0,1085.0,1233.0,1414.0,1629.0,983.0,1401.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.96345058570697,33.694773244746514]}"
11,263.0,678.0,362.0,1174.0,3655.0,4293.0,4717.0,1868.0,922.0,4497.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.66646755277705,34.449897072577386]}"
12,497.5,859.5,993.5,1630.5,2994.5,3343.0,3487.0,2210.5,1344.0,3518.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.58328813174943,33.989061331824075]}"
13,486.0,712.0,997.0,1129.0,1219.0,1346.0,1566.0,1898.0,1215.0,1540.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.97638632579829,33.6961207176727]}"
