system:index,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A,crop_label,.geo
0,379.0,564.0,353.0,720.5,3007.0,4633.5,4760.5,1782.5,736.0,4953.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76995347350761,35.36024978150411]}"
1,572.5,697.0,493.5,898.0,2999.0,4450.0,4433.0,1930.5,867.5,4809.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31154318402142,35.20205645997066]}"
2,436.0,652.0,462.0,970.5,2658.0,3668.0,3802.5,1848.5,881.0,4061.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.14104751737739,34.84578461828886]}"
3,471.0,606.0,381.0,734.0,2816.0,4353.0,4478.0,1650.0,705.0,4602.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47728235394148,35.73835068459002]}"
4,438.5,728.0,460.0,904.5,3336.0,4851.0,4918.0,1827.5,757.5,5273.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.05642621761334,34.89752757865414]}"
5,527.5,749.0,502.5,1017.0,3161.5,4398.0,4471.5,1966.0,910.0,4686.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.29870184974037,35.05194797599429]}"
6,421.0,620.0,462.0,901.0,2548.0,3437.0,3655.0,2176.0,1146.0,3786.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65514878019714,34.87758497934669]}"
7,445.0,636.0,407.0,854.5,3099.5,4521.0,4523.5,1857.0,772.0,4840.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48186376189048,35.45349490799572]}"
8,477.0,644.0,412.0,817.0,2881.0,4342.0,4388.0,1854.0,806.0,4652.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.43156268026165,34.956007903650324]}"
9,493.0,626.0,401.0,758.0,2762.0,4024.0,4007.0,1699.0,741.0,4182.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50126737202747,35.616269637478176]}"
10,472.5,738.0,464.5,956.0,3106.5,4329.5,4332.5,1862.0,825.5,4688.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.34721087508282,35.605489854068736]}"
11,515.0,640.0,448.0,827.0,2927.0,4310.0,4413.0,1870.0,824.0,4493.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34388253424973,35.61896458333053]}"
12,459.0,638.0,418.0,825.0,2963.0,4512.0,4615.0,1807.0,813.0,4783.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.21866195792532,35.065692199841315]}"
13,482.0,641.0,395.0,807.0,2746.0,3898.0,3979.0,1762.0,800.0,4098.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48671466442472,35.5653351608686]}"
14,496.5,644.0,418.5,784.5,2963.0,4458.5,4497.5,1737.0,717.0,4731.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63116376211114,35.7367337170786]}"
15,488.5,659.0,451.0,865.0,2458.5,3276.0,3246.0,1488.0,712.0,3471.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.54330852732426,35.36348371652694]}"
16,414.0,585.0,371.0,756.0,2962.5,4622.5,4663.0,1857.5,806.5,4875.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.32538181367872,35.21014129752774]}"
17,450.0,735.0,523.0,1069.0,2742.0,3518.0,3493.0,2151.0,1079.0,3760.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.86858849170395,35.28856422183137]}"
18,508.5,846.5,479.5,1109.5,3370.0,4306.0,4307.0,1857.5,808.5,4561.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25683578321855,34.84120321033985]}"
19,532.0,741.0,625.0,1061.0,2233.0,2803.0,2898.0,2154.0,1210.0,3064.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.67724733618648,34.87273407681244]}"
20,488.0,618.0,408.0,738.0,2596.0,3770.0,3830.0,1657.0,736.0,3957.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60394480900233,35.70116043182747]}"
21,493.0,737.0,445.0,953.0,2853.0,3767.0,3784.0,1672.0,731.0,3963.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.51231665002214,35.560214763749116]}"
22,389.0,572.0,329.5,701.0,3115.5,4783.0,4822.0,1745.5,712.5,5058.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8817937263805,35.3376122363443]}"
23,404.0,553.0,339.0,733.0,3084.5,4797.5,4812.0,1811.5,733.5,5181.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8817937263805,34.94064671229188]}"
24,419.5,655.0,433.0,964.5,3103.0,4352.0,4518.0,2261.0,1093.0,4582.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77776881647945,35.33572577424765]}"
25,560.0,717.0,525.0,973.0,2866.0,3812.0,3834.0,2254.0,1259.0,4025.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55840022409747,35.709245269384546]}"
