system:index,crop_label,topo_aspect,topo_elevation,topo_slope,topo_tpi,topo_twi,.geo
26,2,17.155901,75.0,3.8767958,0.681388,2.6916902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.32464574866938,35.921201939942975]}"
27,2,90.0,75.0,1.1480703,-0.5583596,3.9100106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.37827517113132,36.122244900528926]}"
28,2,51.08454,102.0,1.4761629,0.25236592,3.6585596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.17372878093731,36.1626690883143]}"
29,2,148.19138,71.0,4.357203,-2.2996845,2.5744662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.58794195844482,36.278821254550955]}"
30,2,219.66284,66.0,3.6096923,-0.4731861,2.7632802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.8959742693694,36.4798642151369]}"
31,2,-0.0,75.0,1.8543341,-1.9242902,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53485152515336,36.287175586693266]}"
32,2,22.648735,55.0,3.0122008,-1.1230284,2.9446342,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.28269899918286,36.978159703238006]}"
33,2,68.04908,71.0,2.4796188,1.6340694,3.1394975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.6876549549821,36.287175586693266]}"
34,2,22.498827,66.0,3.008932,2.659306,2.9457219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.8997471935627,36.410604106731284]}"
35,2,-0.0,65.0,0.0,-1.1766561,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52002932296539,35.71530807682278]}"
36,2,-0.0,78.0,0.92740995,1.4763407,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47610170557193,35.63068677705872]}"
37,2,291.91357,86.0,2.4836304,-1.148265,3.137879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45939304128731,36.433511146476334]}"
38,2,-0.0,60.0,6.464861,-2.7097793,2.177589,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.35788798846366,37.22447775414358]}"
39,2,-0.0,69.0,0.92740995,-0.6687697,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48607300522566,36.132216200182654]}"
40,2,51.030403,71.0,1.4744387,-1.2902209,3.6597288,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39094141663742,36.01094363682651]}"
41,2,180.0,85.0,1.8543341,0.6561514,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.29931325765722,36.07535284269788]}"
42,2,270.0,86.0,2.2821748,1.511041,3.222569,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.37719719279038,35.670571975673624]}"
43,2,-0.0,95.0,0.0,0.93375397,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.92615766291581,36.864432988268476]}"
44,2,270.0,71.0,2.2949438,0.0063091484,3.2169836,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.43001813149661,36.112812590045664]}"
45,2,270.0,63.0,2.2953494,0.0,3.2168067,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.5884809476153,36.1265568138927]}"
46,2,270.0,66.0,1.148729,-1.9148265,3.909437,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52676668759628,36.16725049626331]}"
47,2,128.86981,76.0,1.4776208,-1.1545742,3.657572,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53539051432384,36.29014002713086]}"
48,2,270.0,72.0,2.2911289,-1.4416404,3.2186491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.35455964763057,35.98156872703581]}"
49,2,219.85132,60.0,3.6195576,3.6435332,2.7605436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.29832968512653,36.99352089459644]}"
50,2,219.65245,64.0,3.6091511,1.0630915,2.7634306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.93963239217761,36.4512977891019]}"
51,2,180.0,99.0,1.8543341,0.26498422,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.3330000808117,35.61640356404122]}"
52,2,180.0,81.0,0.92740995,0.6876972,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.312787986919,35.99207901586]}"
53,2,51.016197,76.0,1.4739871,0.16088328,3.6600354,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.3338085645674,35.970788943626374]}"
54,2,231.03395,99.0,1.4745517,-0.39747635,3.6596522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.21226650662604,36.02091493648024]}"
55,2,-0.0,77.0,1.8543341,1.466877,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47691018932764,35.63904110920103]}"
56,2,180.0,89.0,0.92740995,0.38485804,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.27802318542359,36.173179377138496]}"
57,2,291.96597,100.0,2.478006,0.76340693,3.140149,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.2090325716032,36.22815627252662]}"
58,2,90.0,86.0,2.280195,-1.6971608,3.2234378,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.41250098345628,35.60104237268278]}"
59,2,270.0,79.0,2.294814,-2.2239747,3.2170403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.3165609111123,36.10823118209666]}"
60,2,180.0,115.0,1.8543341,-0.059936907,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12693112891654,36.21010013531581]}"
61,2,51.49291,79.0,1.4893429,0.9022082,3.6496665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.28350748293857,37.28457504665117]}"
62,2,148.22081,69.0,2.1810617,0.8359621,3.267932,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.54239737353996,36.18907955766741]}"
63,2,328.17905,82.0,2.1820471,-0.018927446,3.26748,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48230008103236,36.316281001898744]}"
64,2,231.18665,101.0,1.4794294,-0.04731861,3.6563482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.29230639844108,36.44725537032336]}"
65,2,108.00865,76.0,5.978268,-0.23343849,2.2564578,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47933564059477,35.637693636274854]}"
66,2,270.0,100.0,1.1529179,0.16403785,3.905796,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.30416416019146,36.45102829451667]}"
67,2,-0.0,64.0,0.0,1.3501577,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.9485257134904,36.38904453991242]}"
68,2,111.87167,52.0,2.4881496,0.028391168,3.1360588,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.25062914353978,36.597094359714504]}"
69,2,180.0,87.0,0.92740995,-0.14195584,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.41735188599051,36.270736416993884]}"
70,2,-0.0,101.0,1.8543341,1.6088328,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.19340188565953,36.147038402370626]}"
71,2,90.0,98.0,2.3039308,0.16088328,3.213071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.32356777032845,36.41841944970313]}"
72,2,270.0,65.0,1.1523488,1.214511,3.9062898,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.89543528019894,36.412760063413174]}"
73,2,202.46452,72.0,3.0081882,1.3533123,2.9459696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.62513221120736,36.27855175996572]}"
74,2,50.912704,72.0,1.4707086,2.6498423,3.662263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.50224268033982,35.677848329475]}"
75,2,111.99606,68.0,2.4747872,-0.09463722,3.1414504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.49442733736797,36.10957865502284]}"
76,2,148.23735,70.0,2.1806722,0.32492113,3.2681108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.49119340234515,36.13868407022831]}"
77,2,90.0,57.0,1.146802,-1.2018927,3.9111164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.56557390787025,36.035198149497745]}"
78,2,-0.0,66.0,0.0,-2.5899053,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.3047975551722,37.127998692629134]}"
79,2,270.0,95.0,1.1403117,-1.9242902,3.9167933,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.36641740938094,35.584333708398155]}"
80,2,51.13587,81.0,1.4778026,-1.0378549,3.657449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47960513518001,36.30604020765978]}"
81,2,270.0,70.0,1.1504188,0.17665616,3.9079666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.67606668781694,36.28232468415902]}"
82,2,90.0,80.0,2.3020322,-1.3343848,3.2138963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.49146289693039,36.35427973841699]}"
83,2,180.0,71.0,0.92740995,0.0063091484,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52595820384057,35.65332432221854]}"
84,2,270.0,103.0,1.1495441,0.69085175,3.9087274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.15728961123793,36.222766380821895]}"
85,2,51.04769,105.0,1.4749888,0.20189275,3.6593556,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.19259340190382,36.059452662168965]}"
86,2,90.0,61.0,1.1487249,-2.022082,3.9094405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.62270675994024,36.166981001678074]}"
87,2,-0.0,77.0,0.0,-0.29022083,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.34108491836878,36.054062770464256]}"
88,2,-0.0,75.0,0.0,-0.6340694,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.58012661547298,36.30523172390407]}"
89,2,308.74057,65.0,1.4817697,-2.0,3.6547668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01077896267988,36.64829833090931]}"
90,2,90.0,101.0,2.2981634,-1.5583596,3.2155802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.15621163289697,36.222766380821895]}"
91,2,219.49294,72.0,3.6008785,0.06309148,2.7657313,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39201939497835,36.007979196388916]}"
92,2,180.0,75.0,0.92740995,-0.3154574,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.33650351041976,35.96998045987067]}"
93,2,270.0,93.0,2.2956495,1.8170347,3.2166758,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.26508744533226,36.1370671027169]}"
94,2,128.7342,75.0,1.4819745,0.45425868,3.6546285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.90621506360836,36.665815478949646]}"
95,2,291.90213,91.0,2.4848619,0.45425868,3.1373827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53000062261911,36.47824724762549]}"
96,2,128.91525,64.0,1.4761692,0.7949527,3.6585553,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.62324574911071,36.16320807748477]}"
97,2,31.803698,75.0,2.1816397,-0.92113566,3.2676668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52541921467011,36.26399905236298]}"
98,2,148.13454,104.0,2.1830986,1.1829653,3.2669976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.27451975581552,36.45102829451667]}"
99,2,162.80392,72.0,3.8776333,-0.20504732,2.6914735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.42732318564424,36.1168550088242]}"
100,2,148.05763,75.0,2.184922,0.340694,3.266162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.93397300588765,36.682254648649035]}"
101,2,248.09047,104.0,2.484066,1.2807571,3.1377034,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.28395206629878,36.44941132700525]}"
102,2,128.91298,77.0,1.4762421,-0.47949526,3.658506,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4014517054616,36.169675947530436]}"
103,2,-0.0,67.0,0.0,0.89589906,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52272426881774,35.716655549748964]}"
104,2,211.60948,83.0,2.1770804,0.71608835,3.2697608,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38851596537029,35.665182083968915]}"
105,2,180.0,63.0,1.8543341,1.3280758,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07033726601699,36.64802883632408]}"
106,2,-0.0,68.0,0.0,1.4195584,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53916343851714,35.71503858223754]}"
107,2,128.81195,64.0,1.4794744,0.8328076,3.6563177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.93747643549573,36.45102829451667]}"
108,2,211.81621,112.0,2.1819348,1.5552051,3.2675314,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.22304629003547,36.30199778888124]}"
109,2,90.0,62.0,1.1557002,-0.8328076,3.903385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05093365588002,36.63751854749988]}"
110,2,231.08356,64.0,1.4761313,0.38170347,3.658581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.6140829332127,36.15997414246195]}"
111,2,31.611977,70.0,2.1771386,0.65299684,3.2697341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.50547661536265,35.67299742694075]}"
112,2,165.92937,44.0,4.7698474,1.1419559,2.4835987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.46784177923989,37.063858981343]}"
113,2,230.93039,72.0,1.4712675,1.2807571,3.6618829,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.43756397988321,35.72797432232886]}"
114,2,180.0,63.0,1.8543341,-0.51419556,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.90082517190365,36.40979562297558]}"
115,2,270.0,65.0,1.1486354,1.5899054,3.9095185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.62028130867313,36.16078262621765]}"
116,2,231.08365,97.0,1.4761344,-1.4037855,3.6585789,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.19528834775618,36.160243637047174]}"
117,2,270.0,69.0,1.155871,-0.7129338,3.903237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.9673903344569,36.648837320079785]}"
118,2,270.0,87.0,1.1463413,1.2933754,3.911518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.2729027883041,36.003667283025145]}"
119,2,308.87958,89.0,2.9526558,-0.03154574,2.964636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39121091122264,36.26319056860727]}"
120,2,308.92062,63.0,1.4759984,-0.028391168,3.6586711,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.64830874553765,36.148385875296796]}"
121,2,230.89954,75.0,2.9386518,-0.23974763,2.9693987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4766406947424,35.640388582127215]}"
122,2,-0.0,66.0,0.0,1.2807571,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.89435730185798,36.45560970246568]}"
123,2,-0.0,58.0,0.0,-0.17350158,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.60303365521803,35.99450446712713]}"
124,2,-0.0,65.0,1.8543341,-1.2776026,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53323455764195,36.127904286818875]}"
125,2,-0.0,46.0,0.0,-0.6309148,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.46137390919424,37.163571977880274]}"
126,2,51.267403,47.0,1.4820266,-2.3059938,3.6545935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21640333121483,36.67039688689866]}"
127,2,248.05028,80.0,2.4797478,1.0946373,3.1394455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.50278166951028,36.29202648922751]}"
128,2,-0.0,74.0,1.8543341,1.1009464,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4607405142135,36.15727919660958]}"
129,2,148.25911,73.0,2.1801603,-0.27444795,3.2683458,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39740928668307,36.07184941308982]}"
130,2,180.0,55.0,0.92740995,-1.5394322,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.35654051553749,37.05092324125168]}"
131,2,180.0,58.0,0.92740995,0.79810727,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11615134550709,36.64129147169318]}"
132,2,-0.0,87.0,0.92740995,-0.42271292,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.43702499071273,36.427582265601146]}"
133,2,51.10272,80.0,1.476743,1.3123028,3.6581664,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45265567665642,36.21360356492388]}"
134,2,128.83278,80.0,1.4788067,-2.731861,3.6567693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52946163344865,36.3933564532762]}"
135,2,22.490213,79.0,3.0087452,-1.6466877,2.945784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.5359295034943,36.37745627274728]}"
136,2,309.1017,75.0,1.4702529,-0.8611987,3.662573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47394574889006,35.63661565793391]}"
137,2,202.57312,80.0,3.0105484,1.2302839,2.9451838,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.88708094805662,36.69357342122893]}"
138,2,180.0,75.0,0.92740995,-0.32176656,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.90136416107413,36.665276489779174]}"
139,2,180.0,81.0,0.92740995,2.0946372,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.50224268033982,36.29202648922751]}"
140,2,-0.0,90.0,0.92740995,-0.7949527,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38528203034745,36.27666529786907]}"
141,2,51.04532,78.0,1.4749132,-0.3659306,3.659407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.3338085645674,36.05271529753807]}"
142,2,270.0,46.0,2.3231485,0.93690854,3.2047553,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.44762968534721,37.05658262754164]}"
143,2,247.85846,91.0,2.4593554,0.3280757,3.1477132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45319466582689,35.530434791350984]}"
144,2,270.0,83.0,1.1514233,1.5772871,3.9070935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48499502688472,36.35023731963845]}"
145,2,90.0,77.0,1.1504884,-0.11356467,3.907906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53377354681241,36.286906092108026]}"
146,2,90.0,88.0,1.1501365,-0.88328075,3.908212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39363636248976,36.26292107402204]}"
147,2,90.0,77.0,2.3115685,0.03785489,3.2097578,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.88788943181233,36.6744393056772]}"
148,2,90.0,73.0,1.1498014,-0.17665616,3.9085035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.5426668681252,36.24028352886223]}"
149,2,180.0,80.0,0.92740995,0.7318612,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39121091122264,36.18611511722982]}"
150,2,74.965744,83.0,3.570941,0.9747634,2.774102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48283907020283,36.3152030235578]}"
151,2,180.0,82.0,0.92740995,1.7981073,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.3863600086884,36.183959160547936]}"
152,2,140.37755,83.0,3.6075907,2.1766562,2.763864,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.51329195833449,36.3685629514345]}"
153,2,90.0,79.0,2.3016467,0.49526814,3.2140641,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.56099249992124,36.34107450374044]}"
154,2,90.0,58.0,1.1470528,-0.76025236,3.9108975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.57554520752396,36.05244580295283]}"
155,2,-0.0,64.0,0.92740995,0.50473183,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.93532047881384,36.454262229539495]}"
156,2,90.0,69.0,1.1415282,-1.170347,3.9157267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.50628509911834,35.66976349191792]}"
157,2,320.42545,107.0,3.6051028,2.7097793,2.7645557,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.15351668704463,36.23597161549846]}"
158,2,-0.0,77.0,0.92740995,-0.71924293,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.35159520719297,36.12062793301751]}"
159,2,128.92587,69.0,1.4758309,-0.30283913,3.6587846,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.49577481029417,36.133563673108824]}"
160,2,90.0,81.0,1.150386,-1.8895899,3.907995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45912354670207,36.2798992328919]}"
161,2,-0.0,65.0,0.0,0.39432177,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53269556847147,35.763547607579994]}"
162,2,231.00655,71.0,1.4736804,1.0757098,3.6602435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.35671560431246,35.943569990517545]}"
163,2,111.955376,88.0,2.4791412,-0.0063091484,3.1396904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.40684159716632,36.26965843865294]}"
164,2,-0.0,69.0,0.0,2.5141957,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.85285513573166,36.40790916087893]}"
165,2,180.0,98.0,0.92740995,-0.17981073,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.19582733692664,36.1656335287519]}"
166,2,211.97598,55.0,2.185721,-0.012618297,3.265796,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.25278510022167,36.78250663435677]}"
167,2,180.0,84.0,2.7802885,0.88328075,3.0248868,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.30551163311765,36.103380279562415]}"
168,2,90.0,77.0,1.1487534,-0.28706625,3.9094155,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39552282458641,36.16886746377473]}"
169,2,231.34186,46.0,2.966873,0.53943217,2.959824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.38861037118055,36.8744042879222]}"
170,2,90.0,88.0,2.3264706,-0.30599368,3.2033248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16681632753144,37.16491945080645]}"
171,2,291.96674,74.0,2.4779227,-0.74763405,3.1401827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.51841235545396,36.224922337503784]}"
172,2,-0.0,53.0,1.8543341,-1.2239747,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.45032463119955,37.27514273616792]}"
173,2,51.081764,73.0,1.4760743,-2.1798108,3.6586196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.42920964774089,36.1551232399277]}"
174,2,-0.0,76.0,1.8543341,-1.0378549,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.88600296971568,36.67686475694431]}"
175,2,-0.0,70.0,0.92740995,-0.59621453,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.96442589401931,36.65126277134691]}"
176,2,-0.0,78.0,0.92740995,-1.0094637,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.5397024276876,36.34592540627469]}"
