system:index,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A,crop_label,.geo
0,225.0,389.0,541.0,683.0,869.0,972.0,1077.0,1867.0,1803.0,1075.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.09456218258713,37.95494364815494]}"
1,450.0,726.0,969.0,1217.0,1525.0,1711.0,1924.0,2757.0,2202.0,1927.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05656344606888,37.99914076013361]}"
2,288.0,487.0,600.0,854.0,1234.0,1361.0,1537.0,2250.0,1891.0,1526.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21421777843184,38.19209888316249]}"
3,407.0,645.0,898.0,1018.0,1090.5,1195.0,1304.5,1994.5,1625.5,1314.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.93026489140352,38.847509714456095]}"
4,243.0,388.0,494.0,638.0,788.0,854.0,995.0,1955.0,1885.0,1007.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.41741669569969,38.09993173501183]}"
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05252102729034,38.0832230707272]}"
6,255.0,452.0,502.0,736.0,1095.0,1185.0,1357.0,1921.0,1668.0,1359.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.25545044997294,38.435721988215704]}"
7,884.0,944.0,942.0,1203.0,1405.0,1545.0,1625.0,2562.0,2211.0,1719.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.7426022542691,37.69434238423186]}"
8,419.0,664.0,875.0,1031.0,1220.0,1382.0,1633.0,2752.0,2394.0,1602.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.04524467348897,38.10100971335277]}"
9,316.0,559.0,645.0,952.0,1470.0,1621.0,1879.0,2332.0,1966.0,1843.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.32498005296378,38.07648570609631]}"
10,561.0,753.0,596.0,1078.0,2230.0,2433.0,2479.0,2011.0,1503.0,2621.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.48981633331786,37.52941169806752]}"
11,521.0,922.0,925.0,1510.0,2385.0,2637.0,2891.0,2721.0,2002.0,2731.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.34097463930297,38.36188047186108]}"
12,354.0,673.0,574.0,1006.0,2419.0,2647.0,2946.0,2258.0,1695.0,2848.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.40259449351171,38.11987433431928]}"
13,288.0,553.0,686.0,1043.0,1504.0,1612.0,1830.0,2534.0,2134.0,1880.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.0740805941092,38.13496603109249]}"
