system:index,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A,crop_label,.geo
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.09456218258713,37.95494364815494]}"
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05656344606888,37.99914076013361]}"
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21421777843184,38.19209888316249]}"
3,287.0,505.0,752.0,881.0,942.0,1024.0,1117.0,1864.0,1428.0,1159.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.93026489140352,38.847509714456095]}"
4,302.0,353.0,424.0,561.0,647.0,722.0,814.0,1674.0,1592.0,844.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.41741669569969,38.09993173501183]}"
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05252102729034,38.0832230707272]}"
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.25545044997294,38.435721988215704]}"
7,635.0,684.0,833.0,1026.0,1146.0,1297.0,1455.0,2529.0,2193.0,1544.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.7426022542691,37.69434238423186]}"
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.04524467348897,38.10100971335277]}"
9,308.0,384.0,373.0,641.0,918.0,944.0,1100.0,1284.0,1009.0,1107.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.32498005296378,38.07648570609631]}"
10,386.0,561.0,539.0,986.0,1590.0,1786.0,1888.0,2149.0,1624.0,1958.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.48981633331786,37.52941169806752]}"
11,274.0,524.0,579.0,924.0,1412.0,1587.0,1684.0,1901.0,1291.0,1726.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.34097463930297,38.36188047186108]}"
12,401.0,573.0,559.0,885.0,1416.0,1660.0,1725.0,1767.0,1422.0,1778.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.40259449351171,38.11987433431928]}"
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.0740805941092,38.13496603109249]}"
14,846.0,800.0,738.0,831.0,886.0,957.0,975.0,1098.0,959.0,954.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.34168871724842,38.22794166299886]}"
15,244.0,433.0,432.0,786.0,1584.0,1812.0,1904.0,1624.0,1093.0,2185.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.42532644448178,38.46590538176212]}"
16,220.0,301.0,461.0,584.0,688.0,774.0,858.0,1688.0,1507.0,967.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.597169584052,38.342476861724094]}"
17,162.0,357.0,457.0,723.0,1089.0,1216.0,1360.0,1946.0,1291.0,1420.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.33801019886538,38.334661518752256]}"
18,187.0,608.0,287.0,1049.0,2993.0,3209.0,3366.0,1685.0,845.0,3360.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.44796398964161,38.49231585111524]}"
