system:index,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A,crop_label,.geo
0,386.5,623.0,782.0,1236.5,1966.0,2279.0,2439.5,2064.5,1377.5,2558.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.09456218258713,37.95494364815494]}"
1,310.5,493.5,546.5,866.0,1854.0,2285.5,2422.0,1948.5,1298.5,2526.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05656344606888,37.99914076013361]}"
2,588.0,958.0,1479.5,2037.5,2745.0,3098.5,3421.5,3044.0,1760.5,3565.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21421777843184,38.19209888316249]}"
3,558.0,868.0,1141.0,1417.0,1725.0,1943.5,2028.0,2583.5,1978.0,2121.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.93026489140352,38.847509714456095]}"
4,479.5,688.5,846.0,1179.5,1790.0,2063.5,2312.0,2407.5,1522.5,2405.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.41741669569969,38.09993173501183]}"
5,763.0,1113.5,1591.5,1949.5,2483.0,2836.0,3067.0,3221.5,2336.5,3191.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05252102729034,38.0832230707272]}"
6,343.5,625.0,525.5,1182.5,2546.0,3053.5,3291.5,2033.5,1141.5,3381.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.25545044997294,38.435721988215704]}"
7,815.5,1253.5,1764.0,2426.0,3162.5,3556.5,4020.0,3625.5,2273.5,4140.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.7426022542691,37.69434238423186]}"
8,381.0,643.5,783.5,1267.5,2411.0,2909.5,3125.0,2353.0,1383.0,3301.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.04524467348897,38.10100971335277]}"
9,344.5,503.5,629.5,948.0,1726.0,2092.0,2342.5,2188.5,1447.5,2456.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.32498005296378,38.07648570609631]}"
10,574.0,881.5,1030.5,1529.5,2501.0,2925.0,3092.0,2774.0,2032.5,3253.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.48981633331786,37.52941169806752]}"
11,653.5,945.0,1176.5,1502.5,1929.5,2170.0,2274.5,2779.0,2218.5,2359.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.34097463930297,38.36188047186108]}"
12,217.0,411.5,282.5,585.0,2101.0,2788.0,2924.0,1559.0,778.5,3019.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.40259449351171,38.11987433431928]}"
13,393.0,631.5,929.0,1325.5,1910.5,2243.0,2433.0,2622.5,1895.5,2574.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.0740805941092,38.13496603109249]}"
