system:index,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A,crop_label,.geo
0,596.0,678.0,744.0,946.0,1309.0,1423.0,1656.0,2098.0,1738.0,1550.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.09456218258713,37.95494364815494]}"
1,573.0,761.0,848.0,1264.0,1841.0,2019.0,2171.0,2263.0,1645.0,2183.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05656344606888,37.99914076013361]}"
2,567.0,757.0,783.0,1176.0,1858.0,2042.0,2262.0,2558.0,1910.0,2242.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21421777843184,38.19209888316249]}"
3,498.0,750.0,1052.0,1175.0,1224.0,1366.0,1475.0,2343.0,1990.0,1495.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.93026489140352,38.847509714456095]}"
4,337.0,446.0,518.0,698.0,896.0,968.0,1116.0,2075.0,1750.0,1115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.41741669569969,38.09993173501183]}"
5,1009.0,1168.0,1450.0,1764.0,1935.0,2056.0,2207.0,2867.0,2455.0,2228.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05252102729034,38.0832230707272]}"
6,349.0,562.0,438.0,924.0,2165.0,2404.0,2499.0,2041.0,1372.0,2507.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.25545044997294,38.435721988215704]}"
7,1239.0,1431.0,1399.0,1809.0,2524.0,2721.0,3131.0,3000.0,2410.0,2969.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.7426022542691,37.69434238423186]}"
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.04524467348897,38.10100971335277]}"
9,371.0,576.0,580.0,962.0,1619.0,1777.0,1945.0,2163.0,1647.0,1963.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.32498005296378,38.07648570609631]}"
10,341.0,669.0,467.0,1171.0,3266.0,3863.0,4054.0,2186.0,1453.0,4010.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.48981633331786,37.52941169806752]}"
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.34097463930297,38.36188047186108]}"
12,172.0,457.0,146.0,743.0,3352.0,4279.0,4636.0,1433.0,635.0,4437.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.40259449351171,38.11987433431928]}"
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.0740805941092,38.13496603109249]}"
14,374.0,646.0,520.0,1075.0,2541.0,2799.0,2917.0,1991.0,1317.0,2892.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.34168871724842,38.22794166299886]}"
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.42532644448178,38.46590538176212]}"
16,404.0,515.0,620.0,788.0,1028.0,1126.0,1292.0,2077.0,1741.0,1297.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.597169584052,38.342476861724094]}"
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.33801019886538,38.334661518752256]}"
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.44796398964161,38.49231585111524]}"
19,490.0,690.0,827.0,1177.0,1581.0,1708.0,1918.0,2400.0,1871.0,1994.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30503745365634,38.17242577844027]}"
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.4080787910267,38.23063660885121]}"
21,1267.0,1795.0,2048.0,2610.0,3532.0,3761.0,3622.0,3529.0,3377.0,3889.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21394828384662,38.17026982175839]}"
22,379.0,601.0,631.0,1014.0,1598.0,1769.0,1885.0,2228.0,1669.0,1956.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.2762015330361,38.078641662778196]}"
