system:index,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A,crop_label,.geo
0,616.0,1029.0,822.0,1788.0,3625.0,4240.0,4562.0,2344.0,1280.0,4600.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.89602535623301,35.071890575301744]}"
1,363.0,505.5,460.5,868.0,1863.5,2245.5,2548.5,1541.0,797.0,2631.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.46017192894192,37.03650610167114]}"
2,1159.5,1358.0,1340.0,1840.5,3094.0,3707.5,4012.0,2256.0,1155.0,4166.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.20549954589404,36.84462595698321]}"
3,847.0,1021.0,949.0,1369.0,2326.0,2696.0,2871.0,2134.0,1387.0,2952.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.25553113293765,35.6833737892019]}"
4,637.0,942.5,1356.5,1831.5,2502.0,2919.5,3323.0,2935.0,1698.5,3445.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.62860604471433,35.70628082894695]}"
5,308.0,504.0,636.0,1112.0,1869.0,2191.0,2472.0,1757.0,1046.0,2552.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.94247283070385,36.66325610111947]}"
6,476.5,670.5,544.0,1052.5,2612.5,3192.0,3385.5,1649.5,829.0,3463.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.1506977392809,35.080514402029294]}"
7,398.5,675.5,843.5,1287.0,1988.5,2283.0,2424.0,2053.5,1554.5,2567.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.98990387770536,36.80824418797636]}"
8,834.0,1129.0,1316.5,1775.5,2538.0,2850.0,3031.0,2929.5,2169.5,3134.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.18411506785014,35.6871467133952]}"
9,523.0,824.5,1086.5,1472.0,2073.0,2380.5,2595.5,2194.0,1518.0,2653.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.88587896780432,36.58645014432726]}"
10,862.0,1176.5,1656.5,1964.0,2110.5,2330.5,2524.5,3691.5,3368.5,2653.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.94453438157547,35.23655176688085]}"
11,889.0,1078.0,1106.0,1465.0,1970.0,2162.0,2188.0,2208.0,1591.0,2267.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.33422355182651,35.88441674978785]}"
