system:index,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A,crop_label,.geo
0,419.0,734.5,734.5,1562.0,2330.5,2665.0,3024.5,2008.5,1205.0,3147.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.89602535623301,35.071890575301744]}"
1,565.5,667.5,839.0,1048.0,1235.5,1363.5,1554.0,2237.5,1804.5,1628.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.46017192894192,37.03650610167114]}"
2,486.0,648.0,795.0,1101.0,1253.0,1456.0,1564.0,2189.0,1713.0,1600.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.20549954589404,36.84462595698321]}"
3,387.0,571.0,757.0,1124.0,1373.0,1603.0,1868.0,2198.0,1623.0,1948.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.25553113293765,35.6833737892019]}"
4,335.0,562.5,633.0,1139.5,1856.0,2125.0,2346.5,2507.0,1568.0,2441.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.62860604471433,35.70628082894695]}"
5,600.0,759.0,942.0,1258.0,1462.5,1607.5,1787.5,2534.5,2212.0,1853.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.94247283070385,36.66325610111947]}"
6,396.0,666.0,735.5,1372.0,2048.0,2328.5,2649.0,1872.0,1140.0,2817.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.1506977392809,35.080514402029294]}"
7,496.0,712.5,858.0,1255.0,1569.5,1729.5,1813.5,1975.5,1633.5,1918.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.98990387770536,36.80824418797636]}"
8,3129.0,3274.0,3469.5,3751.5,3908.0,4024.0,4266.0,4162.5,3581.0,4137.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.18411506785014,35.6871467133952]}"
9,642.0,823.0,1037.5,1268.0,1386.5,1524.5,1691.0,2446.5,2271.0,1713.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.88587896780432,36.58645014432726]}"
10,807.0,1120.0,1427.0,1707.0,1897.0,2084.0,2290.0,3920.0,3384.0,2365.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.94453438157547,35.23655176688085]}"
11,556.0,732.0,865.0,1212.0,1552.0,1727.0,1762.0,2350.0,1983.0,1826.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.33422355182651,35.88441674978785]}"
12,538.0,787.0,884.0,1327.0,2097.0,2335.0,2505.0,2417.0,1969.0,2601.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.29164340735925,35.735655738737655]}"
13,700.5,997.5,971.0,1455.0,2328.0,2603.5,2671.0,2618.5,2147.5,2722.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.97157824590931,36.67807830330745]}"
14,597.0,826.5,857.5,1284.5,1921.0,2116.5,2289.5,2508.0,2128.5,2329.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.96861380547172,36.76862848394669]}"
15,628.0,1038.0,1262.0,1904.0,2355.0,2633.0,2921.0,2534.0,1800.0,3029.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.92620874977943,35.0918331746092]}"
16,828.0,1027.5,1135.5,1420.0,1720.0,1876.0,1935.5,2573.5,2434.0,2005.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12653763241994,36.88019924223434]}"
17,632.5,808.5,1084.5,1326.0,1490.0,1595.5,1776.5,2506.5,2145.0,1806.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.81419340813157,36.94164400766812]}"
18,739.0,879.0,1081.0,1321.0,1398.0,1634.0,1745.0,2964.0,2778.0,1877.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06024196445192,36.879121263893396]}"
19,384.0,577.0,802.5,1266.5,1580.0,1844.0,2140.5,2026.0,1255.5,2248.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16211091767107,36.88154671516052]}"
20,3020.0,3191.0,3561.0,3908.0,3930.5,4088.5,4373.0,4132.5,3374.0,4314.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.1649809522984,35.6833737892019]}"
21,393.0,548.0,604.0,985.0,1307.0,1485.5,1648.5,1560.5,1131.5,1763.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05970297528144,36.79611693164075]}"
22,3641.5,3726.0,3793.5,4260.5,4484.0,4588.0,4858.0,3974.0,3080.5,4788.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.13318059124056,36.01215718318964]}"
23,574.0,729.0,917.0,1181.0,1360.0,1505.0,1675.0,2371.0,2175.0,1710.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16103293933013,36.788032094083675]}"
24,1565.0,2115.0,2659.0,2878.0,2948.0,3095.0,3191.0,4317.0,4126.0,3174.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.28813997775119,35.78605122617676]}"
25,449.0,592.0,721.0,963.5,1137.0,1268.0,1442.5,1854.5,1539.0,1505.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.98397499683017,36.77536584857759]}"
26,377.0,613.0,556.5,995.5,1604.5,1820.0,1941.0,1758.0,1310.0,1959.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.65680857035383,36.530125776012966]}"
27,568.0,728.5,915.5,1155.0,1214.0,1371.5,1545.5,2638.0,2298.0,1602.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.9023181375037,36.726317834064666]}"
28,661.0,932.5,1254.0,1469.5,1561.5,1700.0,1880.0,2716.0,2122.0,1918.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.49143330082929,36.62390989167504]}"
29,672.5,967.0,1268.0,1578.5,1759.0,1905.0,2124.0,2854.5,2487.0,2131.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.92351380392707,35.026884979567356]}"
30,233.5,630.5,810.0,1772.0,2475.5,2841.0,3259.5,1922.5,1034.5,3361.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.65259106280033,36.6303777617207]}"
31,2956.0,3118.5,3208.5,3649.0,3887.5,4047.0,4325.5,3558.5,2776.5,4266.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.18195911116825,35.77042054023308]}"
32,587.0,830.5,1134.0,1322.5,1402.0,1574.5,1623.5,3090.5,2688.0,1640.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.88928799160212,35.21984310259623]}"
33,626.5,742.5,955.0,1150.5,1288.5,1405.5,1563.5,2572.5,2203.0,1594.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.34240279519385,37.13675808737887]}"
34,574.5,863.0,848.5,1388.0,2073.0,2259.0,2488.5,2280.0,1724.0,2535.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.93833600611504,35.27832342759241]}"
35,417.0,765.5,700.5,1517.5,2526.0,2865.0,3231.0,2055.0,1339.5,3265.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.89198293745447,35.072429564472216]}"
36,1985.0,2115.5,2465.5,2844.0,2977.5,3134.0,3552.0,3855.5,3046.0,3490.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.51640189144595,35.42196404152312]}"
37,424.0,654.5,617.0,1210.0,1811.5,2002.5,2128.5,1990.0,1385.5,2309.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.20136272130524,35.98412974632512]}"
38,2489.0,2515.0,2390.0,2664.0,2785.0,2804.0,2852.0,1953.0,1280.0,2777.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.35281867820778,36.27895682257314]}"
39,4008.5,3947.5,3970.0,4289.5,4457.0,4560.0,4829.5,3944.5,3163.0,4694.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.21268149388514,35.83213480025209]}"
40,486.0,704.0,1023.0,1503.0,1770.0,2005.0,2299.0,2299.0,1486.0,2422.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.10838708939886,35.96769057662573]}"
41,777.5,1059.0,1250.5,1687.0,1905.0,2113.0,2377.5,3099.5,2558.0,2376.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.94651524948237,36.56030916955938]}"
42,425.5,609.5,704.0,1049.0,1303.0,1448.0,1577.0,1653.5,1326.5,1668.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07937608000366,36.74706891712783]}"
43,2719.0,2847.5,2883.0,3320.0,3576.5,3696.0,3940.0,3344.5,2696.0,3886.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.15797409308226,35.67663642457101]}"
44,472.0,729.0,1075.0,1518.5,1937.5,2251.5,2610.5,2883.0,2154.5,2736.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.75696615025132,35.216878662158635]}"
45,879.0,1114.5,1382.0,1676.0,1796.5,1965.0,2078.0,3080.5,2907.5,2151.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00822950950139,36.606123249049475]}"
46,396.0,478.0,649.0,834.0,980.0,1096.0,1250.0,2079.0,1703.0,1326.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.36683239664005,35.757754294727]}"
47,350.0,681.5,521.0,1392.5,2937.0,3397.0,3756.5,1798.0,923.5,3814.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.11781939988212,35.504429384605295]}"
48,2912.5,3088.0,3503.0,3922.0,4067.5,4200.5,4492.0,3864.5,3001.5,4456.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.1620165118608,35.688224691736146]}"
49,541.0,814.0,935.0,1408.5,2081.5,2349.0,2590.0,2235.0,1458.0,2675.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05404358899149,36.1312737898639]}"
50,654.5,808.5,1097.5,1403.5,1478.0,1652.0,1829.0,2909.0,2608.0,1961.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2502356470432,36.82818678728382]}"
51,379.0,641.0,494.5,1249.5,2122.5,2393.0,2579.0,1652.0,961.5,2671.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.1822286057535,35.88522523354356]}"
52,641.0,947.5,1264.0,1793.0,2195.0,2516.5,2745.5,2985.0,2129.0,2849.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.16228600644604,35.88899815773686]}"
53,352.5,691.0,303.5,1097.5,4583.5,5638.5,5818.0,2214.5,1079.5,5746.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.86260802766377,35.15597288589533]}"
54,679.0,984.0,937.0,1458.0,2291.5,2547.0,2710.5,2625.5,2216.5,2699.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.67136127795658,36.58671963891249]}"
55,2939.5,3028.5,3086.5,3433.0,3670.5,3776.5,4058.5,3306.0,2619.5,3999.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.15581813640038,35.79305808539289]}"
56,528.5,683.0,854.0,1038.0,1179.0,1297.0,1401.0,1989.0,1806.0,1462.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0556605565029,36.64870339351674]}"
57,3318.5,3413.0,3450.0,3874.5,4319.0,4506.5,4820.0,3592.0,2854.0,4736.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.16875387649169,35.7262234282544]}"
58,409.5,555.5,577.5,856.5,1104.0,1239.0,1319.5,1785.0,1511.5,1397.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.63605748729067,36.63954057761872]}"
59,480.0,691.5,871.0,1184.5,1581.5,1760.5,1922.5,2966.5,2140.5,1949.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.5900683190256,35.57368949301091]}"
60,616.0,962.5,1446.0,1695.0,1741.5,1912.5,2045.5,3390.5,3143.5,2061.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.13587553709293,35.496075052462984]}"
