system:index,crop_label,sol_bulk_density,sol_clay_pct,sol_organic_carbon,sol_ph_h2o,sol_sand_pct,sol_texture_class,.geo
477,2,163.0,19.0,2.0,79.0,46.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.31830848432006,35.918767523233385]}"
478,2,157.0,19.0,3.0,76.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.46312148240199,37.23686553962196]}"
479,2,153.0,18.0,2.0,76.0,50.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39134151691898,36.19122654890684]}"
480,2,152.0,24.0,2.0,77.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.3614276179578,36.18233322759406]}"
481,2,154.0,18.0,2.0,76.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52501083119597,36.36019965384972]}"
482,2,154.0,22.0,2.0,75.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.30645072256968,36.102832324949475]}"
483,2,161.0,25.0,2.0,79.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.83007870168296,36.18071626008264]}"
484,2,161.0,19.0,2.0,78.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4403895314319,36.35454026755977]}"
485,2,158.0,17.0,2.0,76.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.73144368348663,36.44401246985807]}"
486,2,153.0,18.0,2.0,76.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39161101150421,36.18691463554306]}"
487,2,159.0,21.0,3.0,76.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.28947256369983,36.104988281631364]}"
488,2,161.0,18.0,2.0,77.0,50.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.57998772658408,36.30091084509783]}"
489,2,153.0,21.0,2.0,76.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.3080676900811,36.105527270801836]}"
490,2,157.0,19.0,2.0,79.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.33070523524091,35.75895723418852]}"
491,2,156.0,25.0,2.0,77.0,36.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.18436967545784,36.16589405789467]}"
492,2,151.0,22.0,3.0,70.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.41829097544257,36.272883408233305]}"
493,2,157.0,21.0,4.0,68.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05106426157636,36.63804857122789]}"
494,2,154.0,28.0,2.0,71.0,32.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23270361202532,37.23120615333201]}"
495,2,159.0,23.0,2.0,76.0,37.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.147987906451,36.23434568254457]}"
496,2,154.0,20.0,3.0,73.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38729909814045,36.26911048404]}"
497,2,161.0,21.0,2.0,77.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.37005144468534,35.5851332267114]}"
498,3,157.0,19.0,2.0,73.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.40652761950246,37.134727091817574]}"
499,3,160.0,22.0,2.0,77.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.33798158904227,35.72365344352263]}"
500,3,152.0,20.0,2.0,77.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.514770036957,36.233806693374106]}"
501,3,156.0,17.0,2.0,77.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.34633592118459,36.04542997829424]}"
502,3,160.0,18.0,2.0,76.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.26575704019908,35.92793033913141]}"
503,3,153.0,20.0,2.0,74.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.35172581288931,35.63364225205385]}"
504,3,155.0,23.0,2.0,72.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21006606686552,36.79489441983515]}"
505,3,149.0,24.0,2.0,73.0,35.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.31894187930081,37.239829980059554]}"
506,3,151.0,20.0,3.0,74.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23108664451391,37.074899293895214]}"
507,3,157.0,19.0,2.0,73.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39511444111228,35.629330338690075]}"
508,3,153.0,24.0,3.0,75.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.30914566842205,35.66301716184456]}"
509,3,151.0,20.0,2.0,75.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.23934657084595,35.52072402084003]}"
510,3,157.0,21.0,2.0,77.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.9227848390041,36.57148340867463]}"
511,3,158.0,24.0,2.0,76.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.49078501887101,35.563304165307294]}"
512,3,150.0,24.0,2.0,75.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.25480216801466,36.69760687456501]}"
513,3,153.0,22.0,2.0,72.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23216462285485,37.14901030483507]}"
514,3,145.0,27.0,3.0,71.0,37.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.35586263747811,36.434041170204345]}"
515,3,157.0,18.0,2.0,76.0,49.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.75785415283974,36.525130340014066]}"
516,3,150.0,26.0,2.0,74.0,33.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.24392797879497,35.644152540878046]}"
517,3,155.0,19.0,2.0,79.0,49.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45628971196082,35.673257956083525]}"
518,3,156.0,21.0,2.0,73.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23378159036628,37.16679694746064]}"
519,3,162.0,27.0,2.0,77.0,33.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.16954747326987,35.898016440170224]}"
520,3,159.0,23.0,2.0,76.0,36.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07531877424759,37.10858611704969]}"
521,3,151.0,25.0,2.0,74.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.25453267342942,36.696798390809306]}"
522,3,154.0,23.0,2.0,76.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.2072767152029,35.896129978073574]}"
523,3,153.0,19.0,2.0,73.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21815090442259,36.986235575352616]}"
524,3,141.0,21.0,2.0,76.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.30618122798445,35.9195760069891]}"
525,3,159.0,20.0,2.0,77.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.3854126360438,35.58675019422281]}"
526,3,150.0,31.0,2.0,74.0,34.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.99716534452918,36.30414478012066]}"
527,3,158.0,18.0,2.0,77.0,50.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.49051552428577,36.23623214464123]}"
528,3,159.0,21.0,2.0,77.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.16200162488326,36.03545867864051]}"
529,3,159.0,21.0,2.0,77.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0701983771281,37.088374023157]}"
530,3,157.0,23.0,2.0,77.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.32720180563285,35.575431421642904]}"
531,3,156.0,23.0,3.0,71.0,37.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.48818447882891,37.46081553995296]}"
532,3,149.0,37.0,2.0,74.0,32.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.29145343160674,36.642629979176895]}"
533,3,158.0,20.0,2.0,75.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.26279259976147,35.92819983371664]}"
534,3,153.0,21.0,2.0,74.0,38.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.23907707626071,35.57192799203484]}"
535,3,154.0,29.0,3.0,77.0,34.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21842039900783,36.529172758792605]}"
536,3,156.0,17.0,2.0,76.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15724512815927,36.96252005185186]}"
537,3,161.0,24.0,2.0,77.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21707292608164,37.17353431209153]}"
538,3,151.0,27.0,4.0,70.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.39143592272924,37.24548936634951]}"
539,3,163.0,21.0,2.0,77.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.19039296214329,37.19940579227418]}"
540,3,163.0,19.0,2.0,79.0,46.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.31696101139389,35.918767523233385]}"
541,3,150.0,21.0,2.0,74.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.97371931561366,36.636431603716474]}"
542,3,154.0,19.0,2.0,75.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.86107057898508,36.67092691062666]}"
543,3,152.0,26.0,2.0,75.0,34.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48081371921728,35.58459423754093]}"
544,3,160.0,20.0,2.0,75.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.19632184301848,37.13984748893705]}"
545,3,154.0,21.0,3.0,78.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45197779859706,35.58809766714899]}"
546,3,160.0,23.0,2.0,78.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.23934657084595,35.69751246875475]}"
547,3,157.0,26.0,3.0,77.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.72201137300337,35.509944237430595]}"
548,3,156.0,18.0,2.0,78.0,50.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.3929584844304,36.214672577822355]}"
549,3,158.0,20.0,2.0,70.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12813971295381,37.18673954676809]}"
550,3,156.0,24.0,2.0,79.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.58052671575456,35.619359039036354]}"
551,3,158.0,28.0,2.0,78.0,34.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.72039440549196,35.51236968869772]}"
552,3,157.0,20.0,2.0,77.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38864657106663,35.50617131323729]}"
553,3,155.0,22.0,2.0,75.0,37.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.22964476577746,35.563034670722054]}"
554,3,155.0,23.0,2.0,77.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.17763231082694,36.04192654868617]}"
555,3,158.0,19.0,2.0,79.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.33915397319349,36.95578268722096]}"
556,3,157.0,16.0,2.0,77.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.82253285329635,36.516506513286515]}"
557,3,161.0,28.0,2.0,75.0,37.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17530126537008,37.210994059439315]}"
558,3,153.0,20.0,2.0,76.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.18383068628737,36.03869261366334]}"
559,3,156.0,17.0,2.0,78.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.98342112068215,36.55315777687859]}"
560,3,155.0,20.0,2.0,77.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.37112942302629,35.54201409307366]}"
561,3,154.0,23.0,2.0,74.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.54279747382154,36.766327993800154]}"
562,3,154.0,20.0,2.0,77.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.34633592118459,35.654123840531774]}"
563,3,157.0,19.0,2.0,78.0,46.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15104675269886,36.650984311319206]}"
564,3,158.0,17.0,2.0,75.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.30061624750476,37.02180886060375]}"
565,3,153.0,36.0,2.0,76.0,31.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27501426190736,36.651253805904446]}"
566,3,160.0,22.0,2.0,77.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.24159693333812,37.13769153225517]}"
567,3,160.0,20.0,2.0,75.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.19632184301848,37.14065597269276]}"
568,3,156.0,20.0,2.0,74.0,38.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17745722205197,37.14658485356795]}"
569,3,156.0,23.0,2.0,78.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.3929584844304,35.56842456242677]}"
570,3,156.0,23.0,2.0,76.0,38.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.2156310473452,35.648194959656585]}"
571,3,150.0,20.0,3.0,74.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.967251445568,36.57094441950416]}"
572,3,157.0,21.0,2.0,76.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.25255180552251,35.89666896724405]}"
573,3,138.0,27.0,3.0,70.0,33.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.20835469354384,35.58055181876239]}"
574,3,148.0,22.0,3.0,71.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.22407978529777,37.07004839136096]}"
575,3,154.0,32.0,2.0,75.0,34.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.09660884648122,36.551810303952415]}"
576,3,151.0,20.0,2.0,77.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.043787907775,36.87655127916162]}"
577,3,160.0,23.0,2.0,74.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.14906588479195,35.888045140516496]}"
578,3,157.0,22.0,2.0,77.0,38.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.9311391711464,36.92613828284502]}"
579,3,156.0,20.0,2.0,77.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.314805054712,35.51937654791385]}"
580,3,156.0,23.0,2.0,75.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47084241956355,35.55252438189786]}"
581,3,160.0,22.0,2.0,76.0,50.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.70179927911069,36.188262108469246]}"
582,3,156.0,36.0,2.0,75.0,31.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05187274533206,36.26560705443193]}"
583,3,164.0,21.0,2.0,77.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.20656263725745,37.167874925801584]}"
584,3,161.0,26.0,2.0,77.0,38.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.382003612246,36.743959943225576]}"
585,3,161.0,20.0,2.0,78.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.795852889358,36.47042293921118]}"
586,3,154.0,22.0,2.0,76.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.71608249212818,36.6854796182294]}"
587,3,152.0,33.0,2.0,76.0,30.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.30789260130612,36.52755579128119]}"
588,3,154.0,27.0,4.0,75.0,38.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.6740413368314,35.52341896669238]}"
589,3,160.0,19.0,2.0,77.0,49.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.25982815932389,35.933859220006596]}"
590,3,149.0,18.0,2.0,74.0,46.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.9777617343922,36.63804857122789]}"
591,3,153.0,29.0,3.0,77.0,37.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04324891860452,36.086662649835326]}"
592,3,159.0,27.0,3.0,75.0,34.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.24985685967016,35.727156873130696]}"
593,3,161.0,21.0,3.0,78.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.21994296070898,35.978595321155744]}"
594,3,157.0,18.0,2.0,74.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.31247400925514,37.074899293895214]}"
595,3,156.0,23.0,2.0,77.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47892725712063,35.507788280748706]}"
596,3,159.0,20.0,2.0,77.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.35640162664859,36.868466441604546]}"
597,3,158.0,24.0,2.0,77.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.44344837767977,36.888409040911995]}"
598,3,154.0,34.0,2.0,76.0,33.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23351209578104,36.55073232561147]}"
599,3,161.0,26.0,2.0,74.0,33.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10361570569735,37.0988843119812]}"
600,3,154.0,17.0,2.0,73.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.84005000133669,36.62807727157416]}"
601,3,156.0,26.0,2.0,75.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47111191414879,35.55198539272739]}"
602,3,160.0,25.0,2.0,75.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.20521516433126,37.174342795847245]}"
603,3,155.0,21.0,2.0,76.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.93167816031686,36.58118521374312]}"
604,3,152.0,26.0,2.0,75.0,34.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47919675170587,35.586480699637576]}"
605,3,154.0,21.0,2.0,77.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.75677617449881,36.40008485246462]}"
606,3,143.0,20.0,4.0,74.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4689559574669,36.70407474461067]}"
607,3,155.0,28.0,4.0,71.0,37.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23620704163339,36.19958088104915]}"
608,3,159.0,24.0,2.0,80.0,38.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.17332039746317,35.536354706783705]}"
609,3,156.0,20.0,2.0,77.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.34930036162218,35.66813755896404]}"
610,3,166.0,19.0,2.0,79.0,48.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.71662148129866,36.24862889556208]}"
611,3,155.0,21.0,3.0,72.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23566805246293,37.144967886056534]}"
612,3,157.0,22.0,2.0,75.0,38.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.35954115586115,35.54578701726696]}"
613,3,164.0,15.0,2.0,77.0,54.0,9.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.32396787061002,35.93170326332471]}"
614,3,156.0,22.0,2.0,76.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47919675170587,35.60723178270074]}"
615,3,157.0,15.0,2.0,76.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.37112942302629,36.12088846216028]}"
616,3,159.0,17.0,2.0,80.0,48.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.28435216658035,35.78428972520069]}"
617,3,159.0,27.0,2.0,70.0,34.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.22893068783202,37.21800091865545]}"
618,3,157.0,25.0,2.0,76.0,37.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4681474737112,35.56869405701201]}"
619,3,147.0,23.0,2.0,76.0,37.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48862906218912,35.58675019422281]}"
620,3,154.0,18.0,2.0,74.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.29495686121481,37.05037528663875]}"
621,3,169.0,23.0,2.0,72.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.18985397297283,37.24548936634951]}"
622,3,151.0,21.0,2.0,74.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03597256480316,36.679820231939445]}"
623,3,158.0,21.0,2.0,74.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.22165433403066,36.93449261498733]}"
624,3,159.0,17.0,2.0,77.0,48.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.32262039768383,36.05620976170368]}"
625,3,159.0,23.0,2.0,81.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.6912889902865,35.62906084410484]}"
626,3,158.0,22.0,2.0,79.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11170054325443,36.578759762476]}"
627,3,149.0,19.0,2.0,76.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.69452292530931,36.4081696900217]}"
628,3,153.0,21.0,2.0,74.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.22694981992511,35.56222618696635]}"
629,3,157.0,19.0,2.0,78.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.46949494663738,35.54417004975554]}"
630,3,157.0,17.0,2.0,77.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.41595992998572,37.033397127768886]}"
631,3,163.0,20.0,2.0,77.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52554982036644,36.29579044797835]}"
632,3,157.0,23.0,2.0,77.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.16200162488326,36.14622095317245]}"
633,3,155.0,23.0,2.0,76.0,36.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.23692111957884,35.63013882244579]}"
634,3,163.0,20.0,3.0,77.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.20305920764937,37.16841391497206]}"
635,3,151.0,21.0,2.0,74.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03543357563268,36.67901174818374]}"
636,3,154.0,31.0,2.0,74.0,37.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05375920742873,36.266954527358116]}"
637,3,151.0,31.0,2.0,78.0,33.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.84570938762664,35.892087559295035]}"
638,3,154.0,25.0,2.0,78.0,35.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.19757491013439,35.900441891437346]}"
639,3,158.0,25.0,3.0,74.0,38.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.24419747338021,35.633372757468614]}"
640,3,150.0,22.0,2.0,74.0,35.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.24716191381779,35.58567221588187]}"
641,3,158.0,22.0,2.0,75.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.51584801529795,36.73749207317992]}"
642,3,157.0,23.0,3.0,76.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.50506823188852,35.565460121989176]}"
643,3,161.0,22.0,2.0,77.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.28983646409532,37.11774893294771]}"
644,3,160.0,22.0,2.0,79.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.5395635387987,35.60184189099602]}"
645,3,157.0,20.0,2.0,76.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.93545108451018,36.87385633330926]}"
646,3,155.0,19.0,2.0,76.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.26585144600934,37.02585127938229]}"
647,3,157.0,23.0,2.0,74.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.46653050619979,35.55198539272739]}"
648,3,158.0,18.0,2.0,76.0,46.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.80043429730702,36.45263629658562]}"
649,3,144.0,33.0,3.0,77.0,34.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.18958447838759,36.34618593541745]}"
650,3,157.0,23.0,3.0,77.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.22048194987946,35.75491481540999]}"
651,3,154.0,33.0,2.0,77.0,33.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.08124765512278,36.15134135029193]}"
652,3,151.0,25.0,3.0,78.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.69398393613885,35.620976006547764]}"
653,3,157.0,20.0,2.0,75.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.22461877446824,36.755817704975954]}"
654,3,157.0,31.0,1.0,80.0,38.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.89664386423621,35.92631337161999]}"
655,3,162.0,21.0,2.0,75.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.19470487550707,37.14011698352229]}"
656,3,162.0,22.0,2.0,76.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.48575902756178,37.155478174880734]}"
657,3,153.0,22.0,2.0,78.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.6454749107964,36.673352361893784]}"
658,3,157.0,19.0,2.0,76.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.8378940446548,36.621878896113735]}"
659,3,159.0,19.0,2.0,75.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.08286462263419,36.86954441994549]}"
