system:index,crop_label,sol_bulk_density,sol_clay_pct,sol_organic_carbon,sol_ph_h2o,sol_sand_pct,sol_texture_class,.geo
0,1,160.0,38.0,4.0,71.0,24.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90060560005004,38.91824225690847]}"
1,1,136.0,30.0,4.0,73.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54972365007296,39.228700019100174]}"
2,1,147.0,32.0,4.0,71.0,27.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.21645325394647,39.353206517479144]}"
3,1,150.0,32.0,5.0,71.0,30.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.2024395355142,39.477174026687635]}"
4,1,155.0,28.0,2.0,75.0,25.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9033005459024,39.14488720309183]}"
5,1,135.0,38.0,19.0,70.0,24.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76100740489787,39.460195867817774]}"
6,1,131.0,43.0,5.0,76.0,12.0,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.05879892158349,39.46558575952249]}"
7,1,145.0,38.0,7.0,74.0,25.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51657581608895,38.710192437106386]}"
8,1,149.0,36.0,3.0,73.0,22.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74968863231797,39.5445476729966]}"
9,1,145.0,34.0,4.0,72.0,24.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80655198980273,39.402254531992064]}"
10,1,156.0,23.0,2.0,72.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.43033754881347,38.87458413410026]}"
11,1,145.0,25.0,3.0,73.0,35.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.09356372307892,39.572036120690655]}"
12,1,140.0,36.0,6.0,76.0,25.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.88766985995872,39.58578034453768]}"
13,1,140.0,42.0,5.0,73.0,20.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84643718841764,39.47744352127287]}"
14,1,132.0,35.0,3.0,75.0,27.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50390957058286,38.94411373709111]}"
15,1,164.0,25.0,2.0,72.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.42979855964299,38.78160850219389]}"
16,1,154.0,35.0,3.0,77.0,25.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55807798221527,38.72124171510106]}"
17,1,151.0,35.0,4.0,74.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71869675501583,39.55910038059933]}"
18,1,143.0,37.0,6.0,70.0,25.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86853574440698,39.334880885683106]}"
19,1,147.0,40.0,3.0,75.0,19.0,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.92755505857363,39.00609749169536]}"
20,1,155.0,24.0,5.0,69.0,38.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.49339928175866,39.080477997220456]}"
21,1,153.0,32.0,2.0,75.0,27.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52466065364602,38.76031842996026]}"
22,1,133.0,38.0,4.0,74.0,22.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76478032909117,39.470706156641974]}"
23,1,160.0,26.0,2.0,75.0,35.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.22157365106594,39.50789640940452]}"
24,1,148.0,31.0,2.0,73.0,29.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5357099316407,38.80855796071747]}"
25,1,143.0,28.0,4.0,71.0,32.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.486931411713,39.26777673395937]}"
26,1,145.0,30.0,3.0,74.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79199928219998,39.14057528972805]}"
27,1,150.0,34.0,2.0,76.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.07416011294194,39.13302944134145]}"
28,1,139.0,45.0,5.0,77.0,15.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.01271534750816,39.12009370125013]}"
29,1,132.0,36.0,5.0,72.0,22.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.12132166535821,39.28852781702253]}"
30,1,128.0,29.0,4.0,72.0,28.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52843357783932,39.22789153534447]}"
31,1,149.0,36.0,3.0,74.0,28.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82757256745111,39.57823449615108]}"
32,1,147.0,37.0,4.0,73.0,22.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.66291137587201,38.89695218467484]}"
33,1,135.0,40.0,5.0,74.0,19.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.06445830787345,39.48471987507424]}"
34,1,150.0,24.0,3.0,74.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5470287042206,38.848712653917616]}"
35,1,158.0,40.0,4.0,71.0,24.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81867924613834,39.53942727587712]}"
36,1,142.0,40.0,5.0,76.0,24.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54379476919777,38.75304207615889]}"
37,1,141.0,37.0,5.0,72.0,24.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.93698736905688,38.99262276243356]}"
38,1,134.0,35.0,4.0,73.0,23.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.09922310936886,39.47367059707957]}"
39,1,123.0,32.0,4.0,75.0,23.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.05718195407206,39.43513287139084]}"
40,1,156.0,21.0,2.0,74.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.67207419177004,39.43055146344183]}"
41,1,155.0,24.0,2.0,74.0,32.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.18680884957053,39.336497853194516]}"
42,1,145.0,34.0,3.0,77.0,23.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.0919467555675,39.50520146355216]}"
43,1,139.0,30.0,4.0,71.0,25.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.15851191812075,39.34997258245631]}"
44,1,151.0,31.0,3.0,73.0,27.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.21402780267934,39.494152185557496]}"
45,1,147.0,36.0,3.0,75.0,22.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.57424765732941,38.73848936855615]}"
46,1,134.0,29.0,3.0,73.0,37.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.47426516620692,38.928752545732664]}"
47,1,143.0,38.0,5.0,71.0,24.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.01999170130952,39.13114297924479]}"
48,1,140.0,39.0,5.0,76.0,25.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81382834360409,38.83146500046252]}"
49,1,148.0,35.0,4.0,76.0,28.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.14854061846702,39.46747222161915]}"
50,1,136.0,37.0,4.0,72.0,23.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84562870466192,39.50088955018839]}"
51,1,151.0,28.0,4.0,72.0,34.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75103610524414,39.26508178810702]}"
52,1,163.0,21.0,2.0,76.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.47965505791163,38.8004731231604]}"
53,1,145.0,27.0,2.0,72.0,35.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.12967599750053,39.54993756470132]}"
54,1,126.0,34.0,5.0,67.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.14126426466566,39.28744983868159]}"
55,1,142.0,41.0,5.0,76.0,23.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55295758509578,38.73768088480045]}"
56,1,146.0,36.0,2.0,78.0,23.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65078411953641,38.55146012640247]}"
57,1,135.0,31.0,5.0,70.0,29.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.12536408413675,39.497925109750796]}"
58,1,153.0,31.0,3.0,73.0,30.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.66398935421296,39.40575796160013]}"
59,1,135.0,43.0,4.0,76.0,16.0,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.07550758586811,39.51166933359782]}"
60,1,145.0,37.0,5.0,78.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.88659188161778,39.59413467668]}"
61,1,148.0,38.0,5.0,74.0,22.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86287635811702,39.53080344914957]}"
62,1,159.0,45.0,5.0,73.0,19.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.88066300074259,38.96567330390998]}"
63,1,156.0,43.0,4.0,74.0,16.0,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87257816318551,39.526491535785794]}"
64,1,139.0,31.0,3.0,70.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.69471173692985,39.5197541711549]}"
65,1,149.0,40.0,3.0,75.0,21.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79792816307517,39.49657763682462]}"
66,1,141.0,34.0,3.0,71.0,23.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.16147635855835,39.270202185226495]}"
67,1,133.0,35.0,4.0,70.0,27.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55053213382865,39.23435940539013]}"
68,1,164.0,29.0,2.0,73.0,35.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.70656949868022,39.59817709545853]}"
69,1,147.0,29.0,4.0,70.0,32.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.23154495071967,39.373688105957065]}"
70,1,129.0,33.0,4.0,73.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.45001065353568,38.96567330390998]}"
71,1,151.0,29.0,4.0,72.0,32.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76451083450593,39.123597130858194]}"
72,1,137.0,37.0,4.0,69.0,21.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80250957102419,39.433515903879425]}"
73,1,146.0,34.0,3.0,74.0,24.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.0137933258491,39.169680704933526]}"
74,1,133.0,32.0,4.0,73.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.04101227895792,39.394708683605465]}"
75,1,134.0,37.0,5.0,70.0,24.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.00948141248533,39.14785164352942]}"
76,1,152.0,37.0,5.0,73.0,24.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.85694747724183,39.489570777608485]}"
77,1,135.0,41.0,5.0,75.0,20.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.85856444475326,38.884016444583516]}"
78,1,156.0,40.0,4.0,73.0,22.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5432557800273,38.75223359240318]}"
79,1,153.0,35.0,4.0,70.0,27.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75912094280122,39.31332131886423]}"
80,1,146.0,40.0,5.0,75.0,18.0,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86368484187273,39.5302644599791]}"
81,1,141.0,35.0,2.0,75.0,27.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.00301354243967,39.158361932353614]}"
82,1,151.0,36.0,3.0,75.0,24.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53597942622594,38.891831787555354]}"
83,1,140.0,42.0,4.0,67.0,24.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77124819913683,39.43836680641367]}"
84,1,157.0,38.0,5.0,72.0,24.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.70980343370306,39.49199622887561]}"
85,1,144.0,39.0,4.0,76.0,19.0,5.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.95207906583009,39.349164098700605]}"
86,1,142.0,26.0,3.0,71.0,33.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.053678524464,39.611112835549854]}"
87,1,141.0,44.0,5.0,73.0,18.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.05556498656065,39.32571806978508]}"
88,1,143.0,29.0,3.0,75.0,27.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.04128177354315,39.241096770021024]}"
89,1,136.0,41.0,4.0,75.0,21.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5621204009938,38.74387926026087]}"
90,1,147.0,32.0,3.0,73.0,30.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.2280415211116,39.20148106599135]}"
91,1,147.0,31.0,3.0,73.0,30.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.20270903009944,39.4092613912082]}"
92,1,141.0,32.0,4.0,73.0,27.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.10973339819307,39.45103305191976]}"
93,1,142.0,33.0,4.0,72.0,28.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53058953452121,39.10769695032928]}"
94,1,155.0,41.0,5.0,77.0,18.0,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9138108347266,39.44321770894792]}"
95,1,138.0,31.0,4.0,73.0,27.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.67423014845193,39.553710488894616]}"
96,1,134.0,34.0,5.0,68.0,28.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55214910134008,39.255918972208995]}"
97,1,149.0,41.0,7.0,78.0,19.0,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90222256756145,39.516250741546834]}"
98,1,155.0,20.0,2.0,70.0,38.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.458364985678,39.020111210127624]}"
99,1,143.0,46.0,5.0,74.0,15.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.07577708045335,39.34808612035966]}"
100,1,151.0,45.0,6.0,76.0,12.0,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.96205036548382,39.36856770883759]}"
101,1,146.0,26.0,2.0,74.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.48100253083781,39.10284604779503]}"
102,1,137.0,28.0,4.0,72.0,31.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.46159892070082,39.247564640066685]}"
103,1,151.0,34.0,4.0,72.0,21.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.17818502284297,39.48418088590377]}"
104,1,149.0,38.0,2.0,75.0,21.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80197058185371,39.092874748141305]}"
105,1,133.0,41.0,5.0,75.0,17.0,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.05421751363448,39.206062473940364]}"
106,1,147.0,32.0,2.0,73.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.1897732900081,39.49711662599509]}"
107,1,147.0,40.0,4.0,74.0,21.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.83269296457061,39.518945687399196]}"
108,1,144.0,29.0,3.0,75.0,31.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.18869531166717,39.21199135481555]}"
109,1,141.0,27.0,3.0,73.0,32.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.20863791097463,39.27289713107886]}"
110,1,146.0,38.0,3.0,72.0,22.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76855325328447,39.47555705917622]}"
111,1,144.0,36.0,3.0,78.0,24.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.47938556332639,38.87889604746403]}"
112,1,146.0,36.0,5.0,67.0,30.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.6146718451148,38.54337528884539]}"
113,1,140.0,35.0,5.0,74.0,25.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52762509408362,38.70076012662313]}"
114,1,145.0,30.0,3.0,73.0,31.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7432207622723,39.35644045250197]}"
115,1,139.0,44.0,5.0,75.0,15.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84482022090623,39.351050560797255]}"
116,1,132.0,35.0,21.0,71.0,29.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.23855180993581,39.19124027175239]}"
117,1,141.0,27.0,4.0,72.0,32.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52493014823125,38.97833954941606]}"
118,1,142.0,32.0,4.0,73.0,30.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52978105076551,39.197977636383285]}"
119,1,128.0,35.0,4.0,70.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.83619639417867,39.41195633706056]}"
120,1,150.0,26.0,3.0,72.0,33.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71088141204399,39.30712294340381]}"
121,1,143.0,37.0,3.0,75.0,23.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9453417011992,39.02388413432092]}"
122,1,140.0,36.0,4.0,74.0,25.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87042220650363,39.50870489316023]}"
123,1,141.0,37.0,4.0,74.0,25.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.0881738313742,39.353206517479144]}"
124,1,140.0,38.0,5.0,72.0,20.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71977473335679,39.01310435091149]}"
125,1,152.0,25.0,3.0,73.0,34.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.49205180883249,38.93306445909644]}"
126,1,148.0,26.0,2.0,76.0,31.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.98765235108122,39.30793142715952]}"
127,1,148.0,25.0,3.0,73.0,34.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.48881787380965,39.14300074099517]}"
128,1,151.0,37.0,3.0,76.0,21.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.18249693620675,39.47636554293193]}"
129,1,124.0,34.0,5.0,69.0,23.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80439603312084,39.44375669811839]}"
130,1,150.0,41.0,3.0,75.0,23.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7049525311688,38.848173664747144]}"
131,1,145.0,42.0,4.0,71.0,21.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74941913773273,39.043287744457906]}"
132,1,149.0,41.0,3.0,73.0,21.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54271679085682,38.70992294252115]}"
133,1,128.0,36.0,5.0,67.0,21.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.07065668333387,39.46316030825537]}"
134,1,142.0,38.0,4.0,72.0,24.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76424133992069,39.39605615653164]}"
135,1,145.0,35.0,2.0,74.0,27.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.95989440880193,39.07158467590767]}"
136,1,136.0,37.0,3.0,73.0,20.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74295126768706,39.471245145812446]}"
137,1,140.0,37.0,4.0,74.0,22.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79496372263759,39.472592618738624]}"
138,1,155.0,45.0,4.0,73.0,21.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72112220628296,38.933333953681675]}"
139,1,141.0,31.0,4.0,74.0,28.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.08763484220373,39.49738612058032]}"
140,1,139.0,40.0,5.0,73.0,18.0,5.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.11054188194876,39.495769153068906]}"
141,1,135.0,44.0,3.0,73.0,18.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90761245926618,39.0063669862806]}"
142,1,152.0,35.0,4.0,69.0,25.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72543411964674,39.62512655398212]}"
143,1,140.0,36.0,4.0,73.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.58098502196032,38.823380162905444]}"
144,1,145.0,23.0,4.0,72.0,34.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.49851967887814,39.21091337647461]}"
145,1,146.0,28.0,4.0,73.0,34.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.09679765810174,39.566376734400706]}"
146,1,147.0,40.0,5.0,74.0,25.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52762509408362,38.87674009078215]}"
147,1,146.0,37.0,6.0,74.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.88147148449829,39.56341229396311]}"
148,1,132.0,32.0,5.0,75.0,30.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.49986715180432,38.90584550598762]}"
149,1,154.0,27.0,2.0,73.0,36.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.70441354199833,39.22546608407735]}"
150,1,138.0,38.0,5.0,72.0,19.0,5.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.12536408413675,39.33892330446164]}"
151,1,154.0,25.0,2.0,74.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.1453066834442,39.56341229396311]}"
152,1,136.0,41.0,4.0,74.0,14.0,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.12752004081864,39.23840182416867]}"
153,1,138.0,30.0,6.0,68.0,29.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.13479639462,39.491457239705134]}"
154,1,141.0,33.0,2.0,75.0,29.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.94803664705155,39.02927402602564]}"
155,1,135.0,36.0,4.0,76.0,23.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.64835866826928,38.84547871889479]}"
156,1,131.0,45.0,4.0,76.0,14.0,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.01109837999674,39.12090218500583]}"
157,1,166.0,43.0,5.0,74.0,16.0,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71977473335679,38.94465272626158]}"
158,1,130.0,41.0,5.0,73.0,20.0,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.11862671950584,39.5054709581374]}"
159,1,142.0,35.0,4.0,75.0,25.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.92270415603937,39.516250741546834]}"
160,1,136.0,36.0,4.0,72.0,21.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.11539278448302,39.46801121078962]}"
161,1,133.0,39.0,4.0,76.0,20.0,5.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.07739404796476,39.51086084984212]}"
162,1,152.0,29.0,3.0,72.0,33.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74834115939179,39.26589027186272]}"
163,1,140.0,34.0,4.0,75.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.96905722469995,39.375844062638954]}"
164,1,147.0,37.0,4.0,74.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.97283014889325,39.31089586759711]}"
165,1,144.0,43.0,6.0,73.0,20.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8927902570782,39.37988648141749]}"
166,1,154.0,37.0,5.0,72.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89521570834532,39.55856139142887]}"
167,1,141.0,30.0,3.0,72.0,32.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.19678014922425,39.22331012739546]}"
168,1,139.0,35.0,5.0,75.0,31.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.67072671884385,38.954354531330075]}"
169,1,155.0,38.0,3.0,71.0,24.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7176187766749,39.496038647654146]}"
170,1,141.0,38.0,18.0,75.0,21.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.95207906583009,39.52730001954151]}"
171,1,136.0,27.0,5.0,66.0,32.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.88443592493589,39.50035056101792]}"
172,1,129.0,36.0,8.0,70.0,20.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77744657459726,39.576617528639666]}"
173,1,130.0,39.0,4.0,74.0,21.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.07604657503859,39.47151464039768]}"
174,1,145.0,25.0,3.0,72.0,33.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.23720433700962,39.31116536218235]}"
175,1,138.0,43.0,5.0,78.0,20.0,1.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.66964874050291,38.623415180660444]}"
176,1,157.0,25.0,2.0,73.0,38.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.4289900758873,38.87458413410026]}"
177,1,142.0,29.0,5.0,71.0,31.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.21699224311693,39.35455399040532]}"
178,1,135.0,35.0,5.0,74.0,22.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.744029246028,39.57553955029872]}"
179,1,144.0,35.0,4.0,71.0,27.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74375975144278,39.47555705917622]}"
180,1,141.0,35.0,19.0,71.0,26.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56724079811329,39.229239008270646]}"
181,1,157.0,20.0,2.0,73.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.40931697116508,38.776218610489174]}"
182,1,140.0,36.0,4.0,73.0,27.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75777346987503,39.49523016389844]}"
