system:index,crop_label,topo_aspect,topo_elevation,topo_slope,topo_tpi,topo_twi,.geo
31,0,270.0,67.0,1.143241,-0.69085175,3.914227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24429353962383,35.789149593177406]}"
32,0,-0.0,69.0,0.0,1.1230284,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3582897491786,35.81502107336004]}"
33,0,328.67422,58.0,2.170499,-1.3785489,3.2727914,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4305142980218,34.76237522342879]}"
34,0,180.0,68.0,1.8543341,0.59621453,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.88569065248517,35.32939183076503]}"
35,0,180.0,56.0,0.92740995,-0.14826499,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71429209627516,34.84591854485191]}"
36,0,129.25754,68.0,1.4653572,1.1514195,3.6659098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83879859465412,35.18925464644239]}"
37,0,270.0,60.0,1.1318258,0.52681386,3.924265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.70485978579191,34.97931836454366]}"
38,0,180.0,67.0,0.92740995,-0.7539432,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2561513013742,35.710996163459]}"
39,0,129.37224,58.0,1.461781,-1.6088328,3.6683543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.97731881146535,34.85535085533516]}"
40,0,-0.0,60.0,0.0,0.92113566,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48576068799515,34.89523605395007]}"
41,0,180.0,68.0,0.92740995,-0.30914825,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29576700540387,35.80208533326872]}"
42,0,31.55337,70.0,2.1757712,0.0031545742,3.2703629,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8724854178086,35.48947161439513]}"
43,0,90.0,65.0,1.1422002,-0.51735014,3.915138,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30466032671666,35.716655549748964]}"
44,0,-0.0,76.0,0.0,-0.2082019,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76280112161761,35.425331903109]}"
45,0,50.891254,66.0,1.4700315,-2.1671925,3.6627238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.43168668217301,35.61667305862646]}"
46,0,112.30619,56.0,2.4421399,-1.2334385,3.1547465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74366700606588,34.86397468206271]}"
47,0,-0.0,63.0,1.8543341,-0.91167194,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.87275491239384,34.90924977238233]}"
48,0,50.92267,68.0,1.4710233,0.32176656,3.6620488,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63883361240912,35.70614526092476]}"
49,0,270.0,63.0,1.1312928,0.6845426,3.924736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.87275491239384,34.94078063885493]}"
50,0,270.0,77.0,1.1393129,-1.0189275,3.9176698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73827711436115,35.51426511623683]}"
51,0,129.30685,57.0,1.463817,-0.64984226,3.666962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.27268487688386,35.046153021682144]}"
52,0,180.0,84.0,0.92740995,-1.2429022,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72507187968459,35.532860242618106]}"
53,0,230.96643,71.0,2.9428742,0.17665616,2.9679604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5784668253163,35.830382264718494]}"
54,0,-0.0,69.0,3.7047918,1.0977918,2.7372048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.22273397280496,35.42075049515999]}"
55,0,270.0,72.0,1.1436647,-2.0189273,3.9138563,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20180780096683,35.81852450296812]}"
56,0,230.78217,73.0,1.4666009,1.2776026,3.6650612,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.81993397368761,35.30378984516763]}"
57,0,328.5137,65.0,2.1742108,-0.78864354,3.271081,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3515523845477,35.27737937581451]}"
58,0,148.64153,58.0,2.1712527,-2.2018929,3.2724438,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.06086213288847,34.86828659542648]}"
59,0,328.56482,61.0,2.1730256,0.5646688,3.271627,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61269263764125,35.114604646332054]}"
60,0,-0.0,66.0,0.0,0.45741326,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32163848558652,35.30486782350857]}"
61,0,230.68141,60.0,1.463451,-3.5394323,3.667212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.96680852264116,35.0119272093572]}"
62,0,90.0,61.0,1.1323253,1.5899054,3.9238234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65230834167092,35.015430638965256]}"
63,0,270.0,59.0,1.130184,-0.47949526,3.9257166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.98405617609626,34.860201757869405]}"
64,0,-0.0,67.0,0.92740995,0.84542584,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30735527256901,35.6320342499849]}"
65,0,90.0,68.0,1.1379015,2.8422713,3.9189095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.2443879454341,35.414552119699565]}"
66,0,180.0,59.0,0.92740995,1.1104101,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.11179660949806,34.862088219966054]}"
67,0,258.53204,67.0,4.65471,0.11356467,2.508144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50354733062072,35.75923569421622]}"
68,0,328.6072,57.0,2.172045,-0.64037853,3.2720788,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36745256507662,34.97877937537318]}"
69,0,180.0,60.0,1.8543341,-0.24921136,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20099931721111,35.294627029269606]}"
70,0,-0.0,60.0,0.0,-0.59305996,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.89000256584895,34.82867089139681]}"
71,0,90.0,57.0,2.259413,-2.192429,3.2326033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.98540364902243,34.85750681201705]}"
72,0,-0.0,64.0,1.8543341,2.8264985,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.26379155557107,35.29354905092866]}"
73,0,129.27643,57.0,1.4647666,-1.3343848,3.6663132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.17404985868754,35.13454724563951]}"
74,0,-0.0,61.0,0.0,0.48264983,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37392043512227,34.90466836443332]}"
75,0,129.36057,60.0,1.462144,-0.51419556,3.668106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.06220960581466,34.88930717307488]}"
76,0,270.0,68.0,3.4222863,-0.16719243,2.8167279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65473379293803,35.70048587463481]}"
77,0,309.05426,70.0,1.4717534,1.637224,3.6615524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48845563384751,35.77163244513707]}"
78,0,-0.0,62.0,0.0,1.829653,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.06167061664418,34.86828659542648]}"
79,0,-0.0,67.0,0.92740995,-0.9747634,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62778433441446,35.71557757140802]}"
80,0,71.95315,65.0,5.966122,-0.89905363,2.2585063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.23845906455891,35.456054285825886]}"
81,0,230.62567,62.0,2.9215322,0.30599368,2.9752517,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.92261141066248,34.84915247987473]}"
82,0,31.616608,65.0,2.1772468,-1.3154575,3.2696843,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49519299847842,35.687550134543486]}"
83,0,342.899,64.0,3.8756547,-0.64037853,2.6919856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56984299858874,35.650629376366176]}"
84,0,180.0,60.0,1.8543341,-0.26498422,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31867404514892,34.81950807549879]}"
85,0,90.0,62.0,1.1388521,-0.17665616,3.9180744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6355996773863,35.48165627142329]}"
86,0,129.08379,72.0,1.4708197,0.3785489,3.6621873,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.48369913712354,35.687819629128725]}"
87,0,180.0,65.0,1.8543341,-1.5772871,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50381682520596,35.70318082048716]}"
88,0,157.67021,63.0,5.9941134,-3.7854888,2.2537916,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.550708883037,35.75249832958533]}"
89,0,180.0,63.0,0.92740995,0.87066245,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.07999624844022,35.00707630682295]}"
90,0,180.0,77.0,0.92740995,-1.7570978,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72830581470743,35.59376601888141]}"
91,0,-0.0,63.0,0.0,-1.659306,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56094967727596,35.65467179514471]}"
92,0,180.0,56.0,2.7802885,-0.70347005,3.0248868,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.40662368574608,34.97096403240134]}"
93,0,50.66007,61.0,1.4627861,0.46056783,3.6676667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4507263919145,34.949673960167715]}"
94,0,50.923645,65.0,1.4710542,-0.47949526,3.6620278,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56391411771355,35.70884020677712]}"
95,0,129.39346,58.0,1.4611218,0.04416404,3.6688056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32460292602411,34.79309760614568]}"
96,0,180.0,56.0,0.92740995,-3.555205,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.19507043633593,35.13400825646904]}"
97,0,328.4867,79.0,2.1748383,-0.21451104,3.2707922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77438938878277,35.363078653919516]}"
98,0,112.31,63.0,2.441745,0.18927445,3.1549084,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.85712422645017,34.84834399611903]}"
99,0,129.10182,65.0,1.4702498,0.50473183,3.6625752,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58358722243577,35.636346163348676]}"
100,0,180.0,62.0,1.8543341,-0.17350158,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.05574173576899,34.88553424888158]}"
101,0,180.0,69.0,2.7802885,1.3533123,3.0248868,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.1726079799511,35.30971872604282]}"
102,0,129.32059,60.0,1.4633886,3.665615,3.667255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.66740003844413,35.00599832848201]}"
103,0,112.0866,75.0,4.9212246,1.0378549,2.4522061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.96842549015257,35.75034237290344]}"
104,0,90.0,57.0,4.5113053,-0.0977918,2.5395708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.1069457069638,34.848074501533794]}"
105,0,270.0,67.0,1.1380781,1.488959,3.9187546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.24681339670121,35.426948870620414]}"
106,0,-0.0,67.0,0.0,-0.1829653,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23486122914058,35.32427143364555]}"
107,0,309.35086,61.0,1.4624456,-1.3722397,3.6678996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.05493325201329,34.91787359910988]}"
108,0,292.15317,63.0,2.458131,-2.7665615,3.1482117,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.24357946167838,35.48381222810518]}"
109,0,61.472984,71.0,3.8782504,1.1419559,2.691314,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.27996123068523,35.37817035069273]}"
110,0,90.0,63.0,1.1372749,-1.1735016,3.9194608,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.3308957072948,35.37008551313565]}"
111,0,90.0,76.0,1.1367978,0.27444795,3.9198804,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.79055906389691,35.33612919539593]}"
112,0,180.0,66.0,1.8543341,1.3974763,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49492350389318,35.62799183120636]}"
113,0,292.18375,76.0,2.4549167,-0.8801262,3.1495218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.79514047184593,35.360922697237626]}"
114,0,270.0,72.0,1.1416554,0.64984226,3.9156153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.44947332479857,35.6786568132307]}"
115,0,337.87323,59.0,3.0009387,-2.0157728,2.948387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.07487585132074,34.935121252564976]}"
116,0,67.763405,64.0,2.4493847,-1.0441641,3.1517806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.2443879454341,35.14721349114559]}"
117,0,-0.0,59.0,0.0,-0.21451104,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3103197130066,34.814926667549784]}"
118,0,180.0,67.0,0.92740995,-1.3028392,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.43519011178108,35.61829002613787]}"
119,0,180.0,59.0,0.92740995,0.07255521,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49573198764888,34.84322359899954]}"
120,0,328.35617,73.0,2.1778831,1.7665615,3.2693918,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64961339581856,35.772171434307545]}"
121,0,309.34515,63.0,1.4626231,-2.1198738,3.6677783,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.90751971388927,34.9345822633945]}"
122,0,230.62216,61.0,1.4616072,1.0914826,3.6684732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.269626030636,34.83891168563578]}"
123,0,-0.0,60.0,0.92740995,-1.1892744,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.92395888358865,34.83406078310153]}"
124,0,211.65562,71.0,2.1781595,0.15141957,3.269265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60433830549893,35.80882269789962]}"
125,0,129.39035,57.0,1.4612188,-0.22712934,3.6687393,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62697585065874,34.8022604220437]}"
126,0,50.738808,59.0,1.4652431,0.116719246,3.6659877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.14467494889682,35.17847486303295]}"
127,0,129.05151,72.0,1.4718401,-1.3123028,3.6614935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20962314393867,35.77944778810891]}"
128,0,112.257195,59.0,2.4472358,-0.70347005,3.1526594,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48845563384751,35.06367016972248]}"
129,0,90.0,70.0,2.2672803,-1.2555205,3.2291238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.82721032748898,35.14209309402611]}"
130,0,270.0,61.0,1.1351153,-1.236593,3.921362,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.45018740274402,35.216204104965975]}"
131,0,270.0,63.0,1.131266,1.1987382,3.9247596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.00992765627889,34.93889417675828]}"
132,0,211.32878,66.0,4.3349237,0.06940063,2.5796123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7859776559479,34.77234652308252]}"
133,0,270.0,65.0,1.1370323,-1.6088328,3.9196742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.93204372114573,35.35283785968055]}"
134,0,180.0,74.0,1.8543341,-0.22712934,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.79972187979493,35.21000572950555]}"
135,0,180.0,64.0,0.92740995,0.89589906,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.89296700628654,34.94320609012205]}"
136,0,337.85254,62.0,3.0013788,-1.4637223,2.9482398,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.87787530951333,35.019742552329035]}"
137,0,247.79044,69.0,4.895472,-0.35962147,2.4574788,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.82262891953998,35.25662829275135]}"
138,0,118.47615,67.0,3.8845768,2.473186,2.6896791,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48737765550658,35.54822143397655]}"
139,0,129.36113,61.0,1.4621264,1.2618296,3.668118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19228108467331,34.887690205563466]}"
140,0,50.686085,64.0,1.4635967,-1.8927444,3.6671126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8355646596313,35.025671433204224]}"
141,0,270.0,66.0,2.2853491,-1.1829653,3.2211776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29091610286963,35.78133425020556]}"
142,0,129.20413,68.0,2.9321396,3.3091483,2.971621,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.09535743979866,35.3434055491973]}"
143,0,74.80988,64.0,3.5352416,0.028391168,2.7841752,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64988289040379,35.45955771543395]}"
144,0,309.11166,65.0,1.4699394,-0.41324922,3.6627865,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.636408161142,35.60831872648414]}"
145,0,270.0,65.0,1.1368486,2.340694,3.9198358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.33493812607334,35.339632625004]}"
146,0,211.3719,61.0,2.1715627,-1.6466877,3.272301,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.91102314349733,34.91167522364945]}"
147,0,292.29272,63.0,2.443538,-0.807571,3.1541734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.86386159108106,34.91895157745083]}"
148,0,148.45625,65.0,2.1755471,0.55520505,3.270466,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65149985791521,35.45928822084872]}"
149,0,-0.0,62.0,0.0,-0.33438486,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.91776050812824,34.903859880677615]}"
150,0,328.35315,68.0,2.1779542,-0.23028392,3.269359,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50839823315496,35.7816037447908]}"
151,0,67.92043,70.0,2.4659047,0.01577287,3.1450505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61215364847077,35.778369809767966]}"
152,0,180.0,63.0,2.7802885,0.8044164,3.0248868,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.91479606769065,34.905746342774265]}"
153,0,180.0,67.0,1.8543341,-0.10725552,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3620626733719,35.81448208418958]}"
154,0,-0.0,65.0,0.92740995,1.4731861,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.85847169937635,34.903859880677615]}"
155,0,-0.0,65.0,0.92740995,-1.3280758,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48333523672804,35.73848461115306]}"
156,0,292.27216,55.0,2.4456782,-0.7381703,3.153297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64637946079573,35.002764393459174]}"
157,0,180.0,74.0,0.92740995,-0.4037855,4.1234994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72938379304837,35.633651217496315]}"
158,0,211.64731,75.0,2.1779647,1.5583596,3.2693543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.93985906411757,35.782951217716985]}"
159,0,270.0,62.0,2.2607944,0.35962147,3.2319915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.22084751070831,34.907902299456154]}"
160,0,328.35306,75.0,2.1779563,1.5015773,3.2693582,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20477224140443,35.78187323937604]}"
161,0,270.0,62.0,1.1345915,0.90851736,3.9218235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65527278210851,35.178744357618186]}"
162,0,337.8639,59.0,3.0011375,2.2271292,2.9483204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.42548830671258,34.97338948366847]}"
163,0,148.65904,59.0,2.1708486,0.2429022,3.2726302,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32325545309793,34.81169273252695]}"
164,0,61.564945,74.0,3.8897057,1.763407,2.6883554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.48477711546448,35.685394177861596]}"
165,0,309.11557,67.0,1.4698166,1.1735016,3.66287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.38748957019433,35.59726944848947]}"
166,0,292.1985,70.0,2.4533713,1.0094637,3.1501524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.84796141055214,35.3013643939005]}"
167,0,328.46576,65.0,2.1753254,-0.44164038,3.2705681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6641661034213,35.4291048273023]}"
168,0,50.920517,76.0,1.4709554,0.7003155,3.662095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.80726772818153,35.699946885464335]}"
169,0,-0.0,65.0,2.7802885,0.8044164,3.0248868,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34804895493963,35.68296872659448]}"
170,0,-0.0,62.0,0.0,-0.06940063,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.16155870195642,34.90493785901856]}"
171,0,180.0,60.0,1.8543341,-0.47949526,3.430352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.1767448045399,34.96153172191809]}"
172,0,90.0,73.0,1.1388955,0.06309148,3.9180362,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75336881113437,35.484620711860885]}"
173,0,237.02307,81.0,6.784129,-0.29968455,2.1289525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.79837440686875,35.80181583868349]}"
174,0,270.0,66.0,1.137686,1.917981,3.919099,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.39359353984449,35.39919092834112]}"
175,0,-0.0,67.0,0.0,2.0094638,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47767585043808,35.73363370861882]}"
176,0,-0.0,63.0,0.0,1.9242902,6.9077554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.0716419162979,35.0081542851639]}"
